序号,接口表名,数据类别,id,biz_unique_id,app_group_id,app_group_name,top_group_code,achievement_code,achievement_provider,achievement_desc,achievement_type,apply_industry,served_scene,online_time,create_time,update_time,del_status,favorited,来源接口
297,DATA_INNOVATION,创新成果-数据创新成果,308,425,32,API产品,DATA,护士执业机构核验,北京数据集团公共数据开发有限公司,核验护士执业机构合法性与匹配性，确认执业地点真实有效。,API产品,J,,2026-07-17 16:38:25,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
298,DATA_INNOVATION,创新成果-数据创新成果,309,424,32,API产品,DATA,房屋租赁核验,北京数据集团公共数据开发有限公司,核验房屋租赁信息真实性与合法性，确认租赁关系真实有效。,API产品,J,,2026-07-17 16:36:11,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
299,DATA_INNOVATION,创新成果-数据创新成果,310,423,32,API产品,DATA,出租人房屋租赁查询,北京数据集团公共数据开发有限公司,提供出租人房屋租赁信息查询，快速获取出租方租赁记录。,API产品,J,,2026-07-17 16:34:21,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
300,DATA_INNOVATION,创新成果-数据创新成果,311,422,32,API产品,DATA,承租人房屋租赁查询,北京数据集团公共数据开发有限公司,提供承租人房屋租赁信息查询，快速获取承租方租赁记录。,API产品,J,,2026-07-17 16:32:26,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
301,DATA_INNOVATION,创新成果-数据创新成果,312,421,32,API产品,DATA,中等职业学校教师核验,北京数据集团公共数据开发有限公司,核验中职学校教师资质信息，确认教师任职资格合规有效。,API产品,P,,2026-07-17 16:28:36,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
302,DATA_INNOVATION,创新成果-数据创新成果,313,420,32,API产品,DATA,中等职业学校教师证书核验,北京数据集团公共数据开发有限公司,核验中职教师证书真伪与信息一致性，确认证件合规有效。,API产品,P,,2026-07-17 16:25:54,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
303,DATA_INNOVATION,创新成果-数据创新成果,314,419,32,API产品,DATA,专业技术人员核验,北京数据集团公共数据开发有限公司,核验专业技术人员资质信息，确认人员专业资格真实合规。,API产品,P,,2026-07-17 16:24:00,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
304,DATA_INNOVATION,创新成果-数据创新成果,315,415,32,API产品,DATA,律师执业证核验,北京数据集团公共数据开发有限公司,核验律师执业证真伪与信息一致性，确认律师执业证件合规有效。,API产品,J,,2026-07-17 16:16:14,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
305,DATA_INNOVATION,创新成果-数据创新成果,316,414,31,数据集,DATA,律师执业机构核验,北京数据集团公共数据开发有限公司,核验律师执业机构合法性与匹配性，确认执业律所真实有效。,数据集,J,,2026-07-17 16:14:36,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
306,DATA_INNOVATION,创新成果-数据创新成果,317,413,32,API产品,DATA,全国专业技术人员资格考试考生核验,北京数据集团公共数据开发有限公司,核验专技资格考试考生报名信息，确认考生资格合规有效。,API产品,S,,2026-07-17 16:12:38,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
307,DATA_INNOVATION,创新成果-数据创新成果,318,412,32,API产品,DATA,入住酒店人员时间核验,北京数据集团公共数据开发有限公司,核验酒店入住人员入住时间信息，确认入住时间记录真实有效。,API产品,O,,2026-07-17 16:07:20,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
308,DATA_INNOVATION,创新成果-数据创新成果,319,411,32,API产品,DATA,养老助餐点信息查询,北京数据集团公共数据开发有限公司,提供养老助餐点信息查询，快速获取助餐点运营服务内容。,API产品,J,,2026-07-17 16:04:47,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
309,DATA_INNOVATION,创新成果-数据创新成果,320,410,32,API产品,DATA,养老助餐点信息核验,北京数据集团公共数据开发有限公司,核验养老助餐点信息真实性，确认助餐点运营资质合规有效。,API产品,J,,2026-07-17 16:02:51,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
310,DATA_INNOVATION,创新成果-数据创新成果,321,409,32,API产品,DATA,养老人员入住机构查询,北京数据集团公共数据开发有限公司,提供养老人员入住机构信息查询，快速获取老人入住机构记录。,API产品,J,,2026-07-17 16:01:07,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
311,DATA_INNOVATION,创新成果-数据创新成果,322,408,32,API产品,DATA,养老人员入住机构核验,北京数据集团公共数据开发有限公司,核验养老人员入住机构信息真实性，确认入住关系真实有效,API产品,J,,2026-07-17 15:59:11,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
312,DATA_INNOVATION,创新成果-数据创新成果,323,407,32,API产品,DATA,养老机构“风险+信用”分级分类监管信息查询,北京数据集团公共数据开发有限公司,提供养老机构风险与信用分级监管信息查询，支撑机构监管工作。,API产品,J,,2026-07-17 15:57:14,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
313,DATA_INNOVATION,创新成果-数据创新成果,324,406,32,API产品,DATA,养老服务机构星级评定信息查询,北京数据集团公共数据开发有限公司,提供养老服务机构星级评定信息查询，快速获取机构星级评级内容。,API产品,J,,2026-07-17 15:55:23,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
314,DATA_INNOVATION,创新成果-数据创新成果,325,405,32,API产品,DATA,养老机构风险信息查询,北京数据集团公共数据开发有限公司,提供养老机构风险相关信息查询，快速获取机构风险评级与预警内容。,API产品,J,,2026-07-17 15:53:11,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
315,DATA_INNOVATION,创新成果-数据创新成果,326,404,32,API产品,DATA,养老机构信用信息查询,北京数据集团公共数据开发有限公司,提供养老机构信用相关信息查询，快速获取机构信用评级与履约内容。,API产品,J,,2026-07-17 15:51:29,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
316,DATA_INNOVATION,创新成果-数据创新成果,327,402,32,API产品,DATA,养老机构信息查询,北京数据集团公共数据开发有限公司,提供养老机构全量基础信息查询，快速获取机构运营资质与服务内容。,API产品,J,,2026-07-17 15:47:45,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
317,DATA_INNOVATION,创新成果-数据创新成果,328,401,32,API产品,DATA,养老机构质量检查整改状态核验,北京数据集团公共数据开发有限公司,核验养老机构质检整改状态，确认整改完成情况真实有效。,API产品,J,,2026-07-17 15:43:44,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
318,DATA_INNOVATION,创新成果-数据创新成果,329,400,32,API产品,DATA,养老基本信息核验,北京数据集团公共数据开发有限公司,核验养老相关基础信息真实性，确认养老信息合规有效。,API产品,J,,2026-07-17 15:29:41,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
319,DATA_INNOVATION,创新成果-数据创新成果,330,399,32,API产品,DATA,养老服务机构信用信息核验,北京数据集团公共数据开发有限公司,核验养老服务机构信用信息真实性，确认机构信用状况合规有效。,API产品,J,,2026-07-17 15:27:40,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
320,DATA_INNOVATION,创新成果-数据创新成果,331,398,32,API产品,DATA,养老人员与养老机构信息核验,北京数据集团公共数据开发有限公司,核验养老人员与养老机构匹配信息，确认双方服务关系真实有效。,API产品,J,,2026-07-17 15:25:17,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
321,DATA_INNOVATION,创新成果-数据创新成果,332,397,32,API产品,DATA,北京医保药品真伪核验,北京数据集团公共数据开发有限公司,基于北京医保药品信息，通过药品批准文号核验是否真药及在医保药品范围内。,API产品,Q,,2026-07-17 15:23:09,2026-07-18 02:01:11,2026-07-18 02:01:11,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
322,DATA_INNOVATION,创新成果-数据创新成果,291,396,32,API产品,DATA,医保数据要素化流通交易产品,海南数据产业服务有限公司,本产品依托医保数据资源，整合就医、用药、病历等多维度信息，在严格落实数据安全与隐私保护的前提下，运用大数据与人工智能技术进行脱敏加工建模，形成标准化的数据服务接口。产品具备多场景适配能力与广泛推广价值，具体包括：一是医保大数据反欺诈。利用医保数据，可以识别和分析潜在的欺诈行为，如虚假报销、过度医疗等，提高医保基金的监管效率和准确性；二是商保核保理赔。医保数据可以作为商业保险核保和理赔的重要依据，提高商业保险的效率和准确性。,API产品,J,,2026-07-15 16:24:41,2026-07-16 02:01:16,2026-07-16 02:01:16,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
323,DATA_INNOVATION,创新成果-数据创新成果,289,395,32,API产品,DATA,信贷风控建模与智能授信审批优化模型,北京银融致信科技有限公司,建成标准化、规范化、智能化的政务数据融合风控服务模块，打破传统金融风控数据壁垒与技术瓶颈，大幅提升金融机构客户审核效率与风险识别精准度，有效压降信贷坏账率与欺诈风险。创新构建“多类政务数据交叉验证+AI智能建模”的全新风控逻辑，形成成熟、可落地、可复制、可推广的“政务数据+智能金融风控”创新应用范式，为行业政务数据合规赋能金融风控提供标杆案例。,API产品,J,,2026-07-10 16:57:46,2026-07-14 02:01:21,2026-07-14 02:01:21,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
324,DATA_INNOVATION,创新成果-数据创新成果,290,394,33,数据应用,DATA,院外健康服务一体化,北京云枢智算医疗科技有限公司,"依托北京市公共数据资源打造健康数据底座，聚焦老年、慢病及院后康复人群在院外健康服务中的痛点与短板，构建居民健康画像、风险分层及服务需求标签，深度链接居民、服务机构与政府三方，实现服务精准匹配，推动院外健康服务标准化、数字化与普惠化，致力于打造具有北京标杆意义的院外健康数据服务示范项目。
",数据应用,Q,,2026-07-09 18:10:37,2026-07-14 02:01:21,2026-07-14 02:01:21,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
325,DATA_INNOVATION,创新成果-数据创新成果,174,393,32,API产品,DATA,机动车行驶证查询,北京数据集团公共数据开发有限公司,接口接收车主加密身份证号及授权相关参数，校验参数合法性与授权有效性后，返回车辆证照、行驶证等信息数据，为相关政务业务审核、合规校验提供精准的数据支撑。,API产品,J,,2026-07-07 16:28:36,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
326,DATA_INNOVATION,创新成果-数据创新成果,175,392,32,API产品,DATA,单位成员公积金画像标签信息_1.0,北京金融大数据有限公司,本产品基于权威公积金缴存数据，构建单位成员全维度公积金画像标签体系，字段少一些。,API产品,J,,2026-07-07 16:24:08,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
327,DATA_INNOVATION,创新成果-数据创新成果,176,391,32,API产品,DATA,单位成员公积金画像标签信息_1.1,北京金融大数据有限公司,本产品基于权威公积金缴存数据，构建单位成员全维度公积金画像标签体系。,API产品,J,,2026-07-07 16:22:28,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
328,DATA_INNOVATION,创新成果-数据创新成果,177,390,32,API产品,DATA,单位成员住房公积金缴存总账信息查询,北京金融大数据有限公司,本产品针对公积金单位总账查询线下繁琐、对账低效、监管薄弱等痛点，依托数字化技术完成全方位升级。搭建 7×24 小时线上查询服务，实现全流程无纸化智能办理，配套分级权限、全程留痕管控与多重数据安全防护，大幅压缩办事时长、降低企业成本，兼顾便民利企与精准监管，有效优化营商环境。,API产品,J,,2026-07-07 16:20:27,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
329,DATA_INNOVATION,创新成果-数据创新成果,178,389,32,API产品,DATA,公积金单位成员缴存明细信息查询,北京金融大数据有限公司,本项目聚焦公积金单位缴存查询业务痛点难点，针对传统查询模式流程繁琐、线下跑腿多、数据对账低效、信息核验滞后、安全管控薄弱等问题，依托数字化、智能化技术手段，重构单位成员缴存明细查询服务体系与管理机制，实现公积金单位查询业务从“线下人工办理”向“线上智能秒办”、从“被动服务”向“主动赋能”、从“分散管理”向“精准管控”的全面升级，有效提升公积金政务服务效能、单位办事便捷度与资金监管规范化水平，形成多项可落地、可复制、可推广的创新成果。,API产品,J,,2026-07-07 16:17:34,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
330,DATA_INNOVATION,创新成果-数据创新成果,179,388,32,API产品,DATA,单位成员公积金贷款信息查询,北京金融大数据有限公司,评估个人负债水平与履约能力，辅助贷款准入审批与额度核定。,API产品,J,,2026-07-07 16:15:30,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
331,DATA_INNOVATION,创新成果-数据创新成果,180,387,32,API产品,DATA,公积金单位成员缴存提取信息查询,北京金融大数据有限公司,该产品可反应个人公积金连续缴存时长及提取行为特征，评估收入稳定性与资金使用倾向，辅助贷款审批中的还款意愿与能力判断。,API产品,J,,2026-07-07 16:13:32,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
332,DATA_INNOVATION,创新成果-数据创新成果,181,386,32,API产品,DATA,公积金单位成员缴存信息查询,北京金融大数据有限公司,公积金缴存自然人的个人基本信息和账户的当前余额和提取金额。,API产品,J,,2026-07-07 16:11:32,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
333,DATA_INNOVATION,创新成果-数据创新成果,182,385,32,API产品,DATA,公积金单位成员总账信息查询,北京金融大数据有限公司,公积金的缴存基数、缴存金额和缴存状态。,API产品,J,,2026-07-07 16:09:35,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
334,DATA_INNOVATION,创新成果-数据创新成果,183,384,32,API产品,DATA,综合指标信息,北京金融大数据有限公司,面向银行等金融机构，整合企业社保、医保、公积金缴存数据与增值税、所得税纳税数据。可统计企业员工规模、薪酬水平、人力成本变化，结合纳税金额、税收增长趋势判断企业营收稳定性与经营实力，量化企业真实经营状况，有效识别营收虚高、经营萎缩等风险，广泛应用于对公信贷贷前资质评审与经营能力风控评估。,API产品,J,,2026-07-07 16:07:17,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
335,DATA_INNOVATION,创新成果-数据创新成果,184,383,32,API产品,DATA,企业不动产信息,北京金融大数据有限公司,精准核验企业固定资产偿债实力，识别重复抵押、资产冻结等隐性风险；替代线下实地调档，提速贷前尽调，支撑抵押贷审批，动态监控资产异动，满足授信尽调监管要求。,API产品,J,,2026-07-07 16:05:07,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
336,DATA_INNOVATION,创新成果-数据创新成果,185,382,32,API产品,DATA,企业公积金行政处罚信息,北京金融大数据有限公司,面向银行风控的前中后台，基于企业公积金缴纳相关信号，帮助贷前、贷中及定价环节更准确地识别高风险企业，提升风控效率与坏账防控能力。,API产品,J,,2026-07-07 16:03:11,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
337,DATA_INNOVATION,创新成果-数据创新成果,186,381,32,API产品,DATA,公积金不良企业信息,北京金融大数据有限公司,面向银行风控的前中后台，基于企业公积金缴纳相关信号，帮助贷前、贷中及定价环节更准确地识别高风险企业，提升风控效率与坏账防控能力。,API产品,J,,2026-07-07 16:01:22,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
338,DATA_INNOVATION,创新成果-数据创新成果,187,380,32,API产品,DATA,企业公积金缴存明细信息,北京金融大数据有限公司,面向银行等金融机构，可查询企业公积金缴存状态、缴存人数等信息，协助金融机构依托权威数据研判企业经营稳定性，人员变动情况，助力对公授信审批提速的同时精准把控信贷风险。,API产品,J,,2026-07-07 15:57:50,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
339,DATA_INNOVATION,创新成果-数据创新成果,188,379,32,API产品,DATA,企业公积金缴存信息,北京金融大数据有限公司,面向银行等金融机构，可查询企业整体公积金缴存状态、缴存规模、缴存连续性，协助金融机构评估企业经营稳定性，高效完成授信审批，精准防控对公信贷风险。,API产品,J,,2026-07-07 15:56:08,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
340,DATA_INNOVATION,创新成果-数据创新成果,189,378,32,API产品,DATA,单位成员_公积金-单位信息查询,北京金融大数据有限公司,面向金融机构，可核验借款人公积金缴存单位信息，确认就业单位真实有效，判断工作稳定性，杜绝虚构工作信息，提升贷前风控水平。,API产品,J,,2026-07-07 15:52:51,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
341,DATA_INNOVATION,创新成果-数据创新成果,190,377,32,API产品,DATA,企业医保缴费信息查询,北京金融大数据有限公司,精准核验用工规模，排查企业虚报用工规模的问题，保障授信审查数据真实可靠。,API产品,J,,2026-07-07 15:51:18,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
342,DATA_INNOVATION,创新成果-数据创新成果,191,376,32,API产品,DATA,企业社保缴存明细信息查询,北京金融大数据有限公司,调取企业社保缴纳记录，预判企业现金流紧张风险。,API产品,J,,2026-07-07 15:49:36,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
343,DATA_INNOVATION,创新成果-数据创新成果,192,375,32,API产品,DATA,企业社保缴存信息查询,北京金融大数据有限公司,判断企业用工规模与经营稳定性，核验企业真实经营体量。,API产品,J,,2026-07-07 15:47:49,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
344,DATA_INNOVATION,创新成果-数据创新成果,193,374,32,API产品,DATA,北京库-税收违法查询,北京金融大数据有限公司,核查北京地区企业本地税务违法记录，识别涉税违规隐患，防范资金链断裂风险。,API产品,J,,2026-07-07 15:45:31,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
345,DATA_INNOVATION,创新成果-数据创新成果,194,373,32,API产品,DATA,开庭公告查询,北京金融大数据有限公司,提前捕捉债务、合同纠纷苗头，预判企业潜在诉讼风险及贷前风险。,API产品,J,,2026-07-07 15:41:37,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
346,DATA_INNOVATION,创新成果-数据创新成果,195,372,32,API产品,DATA,法院公告查询,北京金融大数据有限公司,提前预判企业诉讼进展与资产被查封风险，为贷前审查和贷后风险预警提供司法依据。,API产品,J,,2026-07-07 15:40:05,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
347,DATA_INNOVATION,创新成果-数据创新成果,196,371,32,API产品,DATA,企业涉诉信息查询,北京金融大数据有限公司,排查债务纠纷、合同诉讼，研判企业或有负债与经营隐患，把控授信坏账风险。,API产品,J,,2026-07-07 15:38:21,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
348,DATA_INNOVATION,创新成果-数据创新成果,197,370,32,API产品,DATA,企业行政许可查询,北京金融大数据有限公司,核验企业行业资质、经营许可是否真实有效，排查无证经营、证照过期问题，确认业务合法合规性，核实主营业务真实性。,API产品,J,,2026-07-07 15:35:43,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
349,DATA_INNOVATION,创新成果-数据创新成果,198,369,32,API产品,DATA,严重违法信息查询,北京金融大数据有限公司,核查企业是否列入严重违法失信名单，甄别重大失信行为，对高风险主体实施准入拦截，防范大额授信坏账风险。,API产品,J,,2026-07-07 15:33:47,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
350,DATA_INNOVATION,创新成果-数据创新成果,199,368,32,API产品,DATA,行政处罚信息查询,北京金融大数据有限公司,检索企业各类监管处罚记录与违规事由，排查合规瑕疵，识别经营失信隐患,API产品,J,,2026-07-07 15:30:42,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
351,DATA_INNOVATION,创新成果-数据创新成果,200,367,32,API产品,DATA,市级采购更正公告信息查询,北京金融大数据有限公司,排查中标项目中途变更、撤销风险，核验订单真实性与回款稳定性，规避信贷业务虚假订单风险。,API产品,J,,2026-07-07 15:27:38,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
352,DATA_INNOVATION,创新成果-数据创新成果,201,366,32,API产品,DATA,棱镜A卡分B版,北京金融大数据有限公司,该产品是一款衡量个人工作性质及收入参考水平的产品。,API产品,J,,2026-07-07 10:18:17,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
353,DATA_INNOVATION,创新成果-数据创新成果,202,365,32,API产品,DATA,棱镜A卡分A版,北京金融大数据有限公司,该产品是一款衡量个人近期社保缴费稳定性及收入参考水平的产品。,API产品,J,,2026-07-07 10:15:17,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
354,DATA_INNOVATION,创新成果-数据创新成果,203,364,32,API产品,DATA,棱镜A卡分,北京金融大数据有限公司,该产品是一款衡量个人近期社保缴费情况及收入参考水平的产品，可用于贷款准入、额度审批、利率定价，也可用于职场用人背景核验，判断候选人薪酬真实性。,API产品,J,,2026-07-07 10:11:37,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
355,DATA_INNOVATION,创新成果-数据创新成果,204,363,32,API产品,DATA,单位成员缴费工资评分,北京金融大数据有限公司,收入能力分，将传统的、基于固定基数和静态工资的缴费模式，转变为一种动态、量化、并与个人及组织绩效深度绑定的价值评估体系。,API产品,J,,2026-07-07 10:09:01,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
356,DATA_INNOVATION,创新成果-数据创新成果,205,362,32,API产品,DATA,单位成员社保评分模型,北京金融大数据有限公司,统计社保的最近一次缴纳单位，缴纳金额和基数等信息。,API产品,J,,2026-07-07 10:06:17,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
357,DATA_INNOVATION,创新成果-数据创新成果,206,361,32,API产品,DATA,单位成员社保画像标签信息,北京金融大数据有限公司,主要记录个人社保缴纳画像标签信息，通过标签化生成高质量数据，便于大模型和各个场景的直接应用。,API产品,J,,2026-07-07 10:03:17,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
358,DATA_INNOVATION,创新成果-数据创新成果,207,360,32,API产品,DATA,社保单位成员缴存明细信息查询,北京金融大数据有限公司,社保单位成员缴存明细信息查询，用于金融机构大额信贷审批的审核点核实及收入能力的评估。,API产品,J,,2026-07-07 10:00:43,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
359,DATA_INNOVATION,创新成果-数据创新成果,208,359,32,API产品,DATA,限制招投标被执行人信息,北京金融大数据有限公司,被限制招投标的自然人的基本信息和涉及案件信息。帮助机构在进行商业合作、采购或法律事务时，精准识别并规避与失信主体合作的风险。,API产品,J,,2026-07-07 09:55:11,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
360,DATA_INNOVATION,创新成果-数据创新成果,209,358,32,API产品,DATA,限制高消费被执行人信息查询,北京金融大数据有限公司,被限制高消费的自然人的基本信息和涉及案件信息。帮助机构在进行商业合作、采购或法律事务时，精准识别并规避与失信主体合作的风险。,API产品,J,,2026-07-07 09:52:06,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
361,DATA_INNOVATION,创新成果-数据创新成果,210,357,32,API产品,DATA,个人失信被执行人查询,北京金融大数据有限公司,失信被执行企业法人的失信案件信息。帮助机构在进行商业合作、采购或法律事务时，精准识别并规避与失信主体合作的风险。,API产品,J,,2026-07-07 09:49:28,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
362,DATA_INNOVATION,创新成果-数据创新成果,211,356,32,API产品,DATA,个人限高查询,北京金融大数据有限公司,被限制高消费的自然人的基本信息和涉及案件信息。帮助机构在进行商业合作、采购或法律事务时，精准识别并规避与失信主体合作的风险。,API产品,J,,2026-07-07 09:46:40,2026-07-09 10:19:12,2026-07-09 10:19:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
