序号,接口表名,数据类别,id,biz_unique_id,ability_org_id,ability_org_name,project_name,project_target,expected_result,create_time,update_time,data_time,del_status,favorited,来源接口
138,SETTLED_PROJECT,创新服务-入驻项目,85,227,282,北京金融大数据有限公司,企业严重不良行为信息查询,以处罚数据为核心维度，面向政务服务、金融两大行业，旨在构建标准化、一体化、高效化的企业严重不良行为信息查询体系。统筹整合各监管部门企业处罚相关数据，涵盖经营异常、行政处罚、欠税公告等各类不良行为信息，打破部门间信息壁垒，实现跨层级、跨部门处罚数据共享互通。建立健全规范统一的查询标准、业务规则与全流程闭环管理机制，优化查询环节，提升协同办理与响应效率。聚焦企业不良行为真实性、完整性、时效性等核心要素，运用大数据、人工智能等技术手段强化数据比对与校验，依托统一社会信用代码、单位名称、查询原因代码等入参，输出近三年不良记录、记录数、类型标记及详细列表等标准化出参，实现查询结果精准可溯，为两大行业提供权威支撑，防范相关风险，推动行业治理规范化。,项目完成后，将建成适配政务服务、金融两大行业的标准化、一体化、高效化企业严重不良行为信息查询体系，紧扣处罚数据维度与企业产品需求。打破各监管部门间信息孤岛，实现企业各类不良行为处罚数据的跨层级、跨部门实时共享与高效调用，确保数据真实、完整、时效。建立统一的查询标准、接口规则及闭环管理机制，优化查询流程，实现线上化、自动化查询，大幅提升查询效率与响应速度。依托大数据、人工智能技术强化数据校验，按指定入参精准输出标准化查询结果，清晰呈现不良记录详情，确保结果权威、可溯。覆盖两大行业核心应用场景，提供便捷安全的查询服务，有效防范信用与经营风险，优化服务与监管效能，提升行业治理水平。,2026-03-23 16:26:59,2026-06-05 18:31:06,2026-03-23 16:28:51,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
139,SETTLED_PROJECT,创新服务-入驻项目,84,226,282,北京金融大数据有限公司,企业信用画像,本项目旨在构建一套面向金融机构与保险公司的“企业信用画像产品”，通过对企业多维数据的整合与建模，实现对企业信用状况的全面呈现。核心目标是提升金融机构在贷前准入、贷中审批、贷后管理及保险核保等环节中对企业的信用评估能力与风险识别效率；此项目还将建立企业信用等级的动态更新机制，结合数据有效时间的更新，确保查询结果的时效性与权威性。最终目标是为金融机构提供一个高效、可靠、合规的企业信用数据服务，推动信用体系在金融场景中的深度应用，助力普惠金融与风险防控的协同发展。,本项目完成后，预计将形成以下主要成果：1.支持对企业进行信用查询与核验，将实现企业纳税评级查询（A、B、M、C、D级）等服务，满足金融机构在贷前调查、贷中审批、贷后监测及保险核保等环节的信用信息需求；2.形成标准化的企业信用数据接口服务，支持与金融机构内部风控系统、信贷管理系统、反欺诈平台等进行高效对接，实现企业信用信息的实时调用与自动化核验，提升业务流程的自动化水平与风控响应速度；3.构建企业信用评价模型与标签体系，基于纳税评级、数据有效时间等维度，形成企业信用画像图谱，支持机构对企业进行分层分类管理，辅助差异化授信与定价决策。,2026-03-23 16:26:19,2026-06-05 18:31:06,2026-03-23 16:28:56,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
140,SETTLED_PROJECT,创新服务-入驻项目,83,225,282,北京金融大数据有限公司,企业基本信息查询,依托权威公开企业数据，快速核验企业真实合法身份，确认主体存续与经营资质有效性；厘清基础工商要素与行业属性，规范准入审核流程；排查注销、吊销、异常经营等合规风险，规避合作隐患；替代人工零散查询，实现一键调取、批量比对、高效建档、智能分析，显著降低调研成本、提升业务审批与尽调效率；支撑政务监管、金融风控、商务合作、供应商准入、市场拓客等场景，强化合规管理、提升审批效率、保障交易安全、辅助精准拓客与科学决策。,实现通过统一社会信用代码快速、标准化获取企业信息，确认主体存续与经营资质有效性，数据准确统一、字段规范可对接业务系统。提前识别注销、吊销、经营异常等风险，做到风险前置拦截。替代人工零散查询，显著提升准入审核、尽调备案效率，降低人力成本。规范合作准入与业务流程，满足合规留痕要求，保障交易安全。依托企业基础画像优化客户分层、供应商管理与市场研判，支撑精准决策，实现降风险、提效率、强合规、优决策的效果。,2026-03-23 16:25:44,2026-06-05 18:31:06,2026-03-23 16:29:00,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
141,SETTLED_PROJECT,创新服务-入驻项目,82,224,282,北京金融大数据有限公司,婚姻状态查询服务,贯彻落实《北京市公共数据资源开发利用实施意见》和“高效办成一件事”改革部署，推动高价值民生数据安全有序赋能社会服务。通过将北京市民政部权威的婚姻登记信息，在依法合规、保障隐私前提下，封装为标准化API接口产品，面向金融信贷、不动产交易、法律服务、社会保障等强身份关联且具法定义务的行业，提供精准婚姻状态查询及核验服务。坚持“原始数据不出域、使用过程可授权、操作行为可追溯”原则，探索敏感个人信息在可控环境下支撑跨部门业务协同的新路径，助力提升公共服务效率与社会治理能力。,显著提升全市多领域业务办理效率与风险防控能力。在金融领域，可支持银行、消费金融公司精准识别借款人婚姻状况，防范信贷欺诈与共同债务认定风险；在不动产交易中，简化购房资格审核与共有产权确认流程；在法律服务、公证、税务等场景，有效减少群众重复提交纸质证明，助力“减证便民”，大幅降低制度性交易成本。同时，通过最小化数据输出（仅返回“已婚/未婚/离异/丧偶”状态码）与动态授权机制，切实保障个人信息安全，增强公众对数据共享的信任感。,2026-03-23 16:24:35,2026-06-05 18:31:06,2026-03-23 16:29:10,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
142,SETTLED_PROJECT,创新服务-入驻项目,81,223,282,北京金融大数据有限公司,企业纳税评级核查,针对金融机构、招投标单位、企业合作方等主体在信贷审批、合作筛选、资质审核过程中核验成本偏高、纳税评级信息查询繁琐、数据获取不及时不准确的痛点，整合企业纳税识别号、统一社会信用代码、纳税缴费信用级别、评价指标得分、信用评价周期及信用修复记录等相关数据资源，严格遵循《纳税缴费信用管理办法》相关规定，采用大数据技术，在保障数据安全可用不可见、符合税务部门数据开放规范及隐私保护要求的前提下，开展深度数据分析与数据治理，封装形成标准化、高效化的企业纳税评级数据服务接口。实现金融机构、招投标单位、企业合作方等主体在企业授权前提下，通过企业身份信息快速、准确、便捷地查询企业名下纳税缴费信用级别、评价详情及相关信用记录，提升业务审批与合作筛选效率，降低资质核验与风险防控成本，推动相关主体业务数字化、高效化转型，助力社会信用体系建设与税收信用联动管理落地。,有效解决金融机构、招投标单位等主体在资质审核、合作筛选过程中核验成本攀高的问题，通过精准的企业纳税评级查询服务，减少无效资质核验投入，降低业务拓展和信用核查的人力、时间成本，提升投入产出比。替代传统繁琐的纳税评级信息查询模式，实现企业纳税缴费信用级别、评价详情及相关信用记录的快速调取、精准核验，大幅缩短信贷审批、合作筛选、资质审核等环节的信息查询周期，提升整体业务办理效率。为金融机构、招投标单位、企业合作方等提供便捷、可靠的纳税评级数据查询服务，简化业务审批与筛选流程，提升业务办理的便捷性与专业性，改善相关主体业务开展体验和合作对接体验，助力各主体精准防控合作风险、提升业务质量。,2026-03-23 16:24:01,2026-06-05 18:31:06,2026-03-23 16:29:16,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
143,SETTLED_PROJECT,创新服务-入驻项目,80,222,282,北京金融大数据有限公司,车辆所属权查询,针对保险、金融机构、公证处等单位在业务营销、公证取证过程中营销成本攀高、信息查询效率低下的痛点，整合车牌号码、车辆识别代号、所有人信息等相关数据资源，采用大数据技术，在保障数据安全可用不可见的前提下，开展深度数据分析，封装形成标准化、高效化的车辆查询数据服务接口。实现金融保险机构、公证处等单位在用户授权前提下，通过用户身份信息快速、准确、便捷地查询车辆所有者名下车辆信息，提升业务办理效率，降低业务拓展成本，推动相关单位业务数字化、高效化转型。,有效解决保险、金融机构业务营销成本攀高的问题，通过精准的车辆所属权查询服务，减少无效营销投入，降低业务拓展和信息核查的人力、时间成本，提升投入产出比。替代传统繁琐的车辆信息查询模式，实现车辆所有者名下车辆信息的快速调取、精准核验，大幅缩短业务营销、公证取证等环节的信息查询周期，提升整体业务办理效率。为金融保险机构、公证处提供便捷、可靠的数据查询服务，简化业务流程，提升业务办理的便捷性与专业性，改善机构业务开展体验和用户服务体验。,2026-03-23 16:23:28,2026-06-05 18:31:06,2026-03-23 16:29:28,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
144,SETTLED_PROJECT,创新服务-入驻项目,79,221,282,北京金融大数据有限公司,不动产抵押核验,以不动产相关数据为核心，对不动产管理部门数据进行规范化脱敏加工，封装形成安全、高效、可复用的数据服务接口，供银行、征信机构等相关单位调用，实现不动产抵押核验核心功能。依托多维度数据支撑，覆盖二手房按揭贷款智能审批、互联网金融线上房产抵押贷反欺诈两大核心场景，自动识别不动产抵押查封状态、共有产权人变更等关键信息，精准识别虚假房源、伪造房产证等欺诈行为，结合房产相关负面信息完成不动产价值综合评估，助力银行及放贷机构降低资金放贷风险，提升抵押核验效率与准确性，推动不动产抵押相关金融服务数字化、智能化转型。,为银行、征信机构等提供标准化、规范化的数据服务接口，简化数据调用流程，提升金融机构不动产抵押核验服务的便捷性与专业性，改善用户办理体验。实现二手房按揭贷款抵押核验环节自动化处理，替代传统人工核查模式，大幅缩短审批周期，提升抵押核验效率，降低人工运营成本。显著提升虚假房源、伪造房产证（PS件）等欺诈行为的识别率，精准识别不动产抵押查封、共有产权人变更等风险点，结合不动产价值综合评估，有效降低银行及放贷机构资金放贷风险，减少不良贷款发生率。充分激活不动产权信息、不动产登记数据（自然人）等11类相关数据的应用价值，实现数据资源向服务能力转化，为不动产抵押相关金融业务提供可靠的数据支撑。,2026-03-23 16:22:38,2026-06-05 18:31:06,2026-03-23 16:29:35,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
145,SETTLED_PROJECT,创新服务-入驻项目,89,220,282,北京金融大数据有限公司,不动产核验服务,构建标准化、一体化、高效化的不动产核验服务体系，统筹整合多部门不动产相关数据资源，打破信息壁垒，实现跨层级、跨部门数据共享互通。建立健全规范统一的核验标准、业务规则与全流程闭环管理机制，优化核验环节，提升协同办理效率。聚焦不动产权属状况、权利限制情形、物理空间属性、规划合规性及法律合规性等核心要素，运用大数据、人工智能等技术手段强化数据比对与智能校验，实现核心信息精准核验、全程可溯，为不动产交易、登记、监管及政务服务提供坚实支撑，切实保障交易安全、提升治理效能。为政务审批、金融风控、司法处置、市场交易及社会公众提供权威、便捷、安全的核验服务，提升不动产治理规范化水平，保障交易安全，优化公共服务效能，推动不动产领域治理能力现代化。,构建标准化、一体化、高效化的不动产核验服务体系，统筹整合多部门不动产相关数据资源，打破信息壁垒，实现跨层级、跨部门数据共享互通。建立健全规范统一的核验标准、业务规则与全流程闭环管理机制，优化核验环节，提升协同办理效率。聚焦不动产权属状况、权利限制情形、物理空间属性、规划合规性及法律合规性等核心要素，运用大数据、人工智能等技术手段强化数据比对与智能校验，实现核心信息精准核验、全程可溯，为不动产交易、登记、监管及政务服务提供坚实支撑，切实保障交易安全、提升治理效能。为政务审批、金融风控、司法处置、市场交易及社会公众提供权威、便捷、安全的核验服务，提升不动产治理规范化水平，保障交易安全，优化公共服务效能，推动不动产领域治理能力现代化。,2026-03-18 12:09:02,2026-06-05 18:31:06,2026-03-18 12:09:30,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
146,SETTLED_PROJECT,创新服务-入驻项目,88,218,389,北京佳雪网络科技有限公司,北京旅行智能规划项目,一是整合北京市景区、博物馆、文化场馆、交通、住宿、气象、客流、公共服务等多类公共数据，完成数据治理、融合与标准化应用，形成支撑旅行智能规划的数据底座。二是开发智能行程规划、路线推荐、景点导览、客流提醒、文旅资讯查询等功能，为游客提供一站式、个性化、便捷化出行服务，降低出行决策成本。三是通过数据分析能力，为文旅管理部门提供客流监测、热点分析、运行研判支撑，提升城市文旅服务精细化管理水平。四是结合互联网销售、直播服务、本地生活服务，推动文旅资源与消费场景联动，助力文创产品、特色商品、本地服务推广，实现数字技术与文旅产业深度融合。五是构建安全、合规、可复用的公共数据应用模式，确保数据使用合法、脱敏、安全，打造可推广的智慧旅行服务样板。,"项目建成后，将形成一套完整的北京旅行智能规划服务能力，在产品、服务、经济与社会层面形成多项成果。
在产品成果方面，将建成北京旅行智能规划平台，实现景点查询、智能路线规划、实时客流提示、交通接驳推荐、文旅信息一键获取等功能；形成稳定的数据服务能力，可输出文旅热力分析、游客偏好分析、热门目的地监测等数据服务。
在服务成果方面，为游客提供更智能、便捷、安全的出行体验，减少拥堵、提升效率；为文旅商户提供精准流量与营销支持，带动曝光与转化；为管理部门提供数据决策依据，提升应急疏导、服务调度能力。
在经济成果方面，通过智能规划引导客流、促进消费，带动景区、餐饮、住宿、文创、特产等相关产业增长；依托平台开展文旅相关互联网销售、直播推广、品牌策划服务，形成可持续运营模式。
在社会成果方面，提升北京文旅数字化服务水平，塑造更优质的城市旅行形象；推动公共数据开放与社会化应用，让数据资源更好服务公众出行与产业发展；形成可复制、可扩展的智慧文旅模式，为后续区域拓展与功能升级奠定基础。
本项目以公共数据赋能智慧旅行，以技术创新提升服务品质，将有效推动北京文旅服务更智能、更便捷、更具吸引力，实现社会效益与经济效益协同提升。",2026-03-17 15:14:55,2026-06-05 18:31:06,2026-03-18 15:08:35,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
147,SETTLED_PROJECT,创新服务-入驻项目,90,211,359,北京上奇数字科技有限公司,数据驱动产业治理场景,"聚焦集成电路、数据两大重点产业，立足北京区域产业发展实际，以数据整合、分析、应用为核心，覆盖产业图谱构建、企业分布可视化、迁移动态监测、潜力企业培育、规上企业挖掘等全流程，打造精准化、智能化、高效化的产业治理解决方案。
服务对象主要包括北京市各级产业主管部门、园区管理机构、集成电路及数据产业相关企业、行业协会及科研单位；核心应用领域涵盖区域产业治理、园区招商运营、企业培育扶持、产业链协同发展等，助力实现产业治理从“被动响应”向“主动智能管理”的转变。
提供的服务内容具体如下：
(1)产业图谱构建：聚焦集成电路、数据两大产业，构建全方位、多维度的产业知识图谱，清晰呈现产业结构与发展脉络，为产业布局优化提供支撑。
(2)北京企业分布可视化：实现企业分布的地图化、可视化展示，精准呈现企业在北京市各辖区、街道的分布数量、密度及核心集聚区域，直观反映产业空间布局特征，辅助主管部门掌握产业分布态势。
(3)企业迁移监测：实时跟踪北京区域内两类产业企业的迁入、迁出动态，提前预判产业变动风险，为产业招商补位、区域产业结构优化提供及时的数据支撑，缩短治理决策反应时间。
(4)潜力高企培育：构建潜力企业评价指标体系，建立潜力企业培育台账，为企业扶持政策制定、精准培育提供靶向支撑。
规上企业挖掘：精准挖掘符合规模以上企业标准的企业，及时补充规上企业名录；同时监测企业退规风险，助力主管部门实现规上企业“应统尽统、动态管理”，夯实产业经济统计基础。","本场景落地应用以来，已形成显著的应用产出与多元价值，有效破解了传统产业治理的痛点难点，实现了产业治理效能的全面提升，具体应用效果如下：
1. 应用产出情况
成功构建完成集成电路、数据产业两大重点产业图谱，梳理集成电路产业链100余个细分领域、数据产业5大核心领域，收录上下游关联企业超2万家；实现北京区域内两类产业企业分布的全景可视化呈现，精准标注企业分布点位2万余个，搭建企业迁移监测模型，累计监测企业迁移动态300余次；建立潜力高企培育台账，筛选出集成电路、数据产业潜力企业60余家；为产业治理提供了坚实的数据支撑与决策依据。
2. 社会效益
一是提升产业治理现代化水平，打破传统产业治理“经验决策”的局限，通过数据精准赋能，实现产业态势精准感知、企业动态实时掌握、政策扶持靶向落地，推动产业治理从“模糊定性”向“精准定量”转变，助力北京市集成电路、数据产业高质量发展。二是优化产业空间布局，通过企业分布可视化与迁移监测，清晰掌握产业集聚特征与变动趋势，辅助主管部门优化产业园区布局、完善产业配套设施，促进产业集聚效应形成，推动集成电路、数据产业形成协同发展的良好生态。三是强化企业培育扶持效能，通过潜力高企挖掘与规上企业动态管理，助力主管部门精准识别培育对象，优化扶持政策，培育一批具有核心竞争力的优质企业，带动产业创新能力提升；同时为企业提供产业图谱查询、产业链协同等间接服务，助力企业精准对接上下游资源，降低发展成本。四是为全国数据驱动产业治理提供可复制、可推广的实践经验，尤其为核心城市重点产业治理提供参考范式，推动产业治理数字化转型。
3. 经济效益
一是降低产业治理成本，通过智能化数据监测与分析，替代传统人工摸排、纸质统计等低效方式，减少人力、物力、时间投入，预计降低产业主管部门企业管理、产业监测相关工作成本60%以上，提升治理效率。二是助力产业提质增效，通过产业图谱梳理产业链薄弱环节、挖掘企业关联价值，推动产业链上下游协同，促进技术、人才、资金等资源优化配置，助力集成电路、数据产业企业提升经营效率，预计带动相关企业营收平均增长10%-15%。三是优化招商与培育效能，通过潜力高企挖掘、规上企业培育，助力园区精准招商、定向培育，吸引优质企业入驻，扩大产业规模，增加税收贡献；同时通过企业迁移监测，助力主管部门及时调整招商策略，提升招商成功率",2026-03-10 11:52:14,2026-06-05 18:31:06,2026-03-10 15:46:37,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
148,SETTLED_PROJECT,创新服务-入驻项目,91,210,313,北京羽乐创新科技有限公司,号码智能识别核心能力建设与价值挖掘项目,"本项目围绕陌生号码智能识别核心，结合不同服务对象的需求，提供全方位、差异化的服务内容，既解决基础识别需求，也支撑深度数据应用，具体包括以下四大类：
1. 基础陌生号码识别服务：核心是弥补自有数据局限，整合多渠道合规数据，为各类服务对象提供精准的陌生号码识别功能。号码属性查询（号码归属地、使用主体、关联场景等）、风险等级判定（区分低/中/高风险陌生号码），同时支持识别结果实时更新，保障识别准确率。
2. 差异化定制识别服务：针对不同服务对象的个性化需求，提供定制化的识别解决方案。例如，为个人用户提供个性化拦截设置（可自主设置识别灵敏度、拦截范围）；为企业用户提供客户号码识别适配（快速匹配陌生来电客户信息、标注客户来源）；为政务机构提供政务号码专属标注（突出政务标识，提升群众识别度）；为行业合作方提供API接口对接，将识别能力嵌入其自有产品（如手机系统、通讯APP）。
3. 数据支撑与挖掘服务：基于智能识别积累的标准化、多维度号码数据，为服务对象提供深度数据支撑服务。具体包括：号码数据批量查询、号码标签定制（根据需求新增场景化标签）、数据统计分析（如陌生号码呼叫频次、类型分布、区域分布等），助力服务对象构建用户画像、研判行业趋势、优化服务流程，充分释放数据价值。","本项目聚焦陌生号码识别服务升级与数据价值释放，立足个人、企业、公共服务多层面需求，产生显著的正向社会效益，助力提升通讯环境质量和社会治理效能：
1. 净化通讯环境，保障用户权益：通过精准识别骚扰、诈骗类陌生号码，有效降低用户被骚扰、被骗的概率，减少通讯诈骗案件发生，保护个人财产安全和通讯体验，提升全民通讯安全感；同时减少垃圾短信、骚扰呼叫对公众生活的干扰，营造健康、有序的通讯环境。
2. 助力社会治理，提升防控效能：为公安、反诈等部门提供精准的风险数据支撑和识别技术支持，助力快速排查诈骗号码、追踪违规联络行为，提升通讯诈骗打击效率；为政务、医疗、教育等公共服务领域提供号码标注服务，方便群众识别官方联络渠道，拉近政企、政民距离，提升公共服务获得感。
3. 规范市场秩序，优化营商环境：帮助企业规范营销触达行为，区分正常客户联络与骚扰营销，减少不合规营销对消费者的干扰，同时助力企业防范合作方号码风险，降低商业诈骗隐患，推动通讯相关行业规范化发展；通过数据支撑助力中小企业优化客户管理，提升服务能力，促进中小企业健康发展。
4. 推动技术普惠，提升全民素养：将智能识别技术嵌入各类常用通讯终端和服务场景，让全民便捷享受精准识别服务，降低普通用户应对陌生号码风险的门槛；同时通过风险预警数据推送、反诈知识联动传播，提升全民反诈意识和通讯安全素养。
5. 完善数据生态，助力数字转型：弥补自有数据资源局限，丰富陌生号码数据体系，推动数据合规共享和高效利用，助力数字政务、数字企业、数字民生建设，为全社会数字化转型提供基础数据支撑；同时推动智能识别技术与黄页查询、智能体等场景的融合，拓展技术应用边界，助力智能化服务普惠。",2026-03-02 17:02:08,2026-06-05 18:31:06,2026-03-03 17:28:24,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
149,SETTLED_PROJECT,创新服务-入驻项目,42,207,357,东方微银征信服务（大连）有限公司北京分公司,企业综合信用画像评价,"随着金融与商业场景中对信用评估的需求日益增强，传统征信体系覆盖范围有限，难以满足小微企业与新经济主体的信用服务需求。“信用+”场景通过整合多源数据，构建企业信用画像，为金融机构、商业合作方等提供可信的信用评估与决策支持。
1.具体解决的痛点问题：
信息不对称：小微企业、个体工商户等缺乏完整信贷记录，金融机构难以准确评估其信用状况。
传统征信覆盖不足：多数新经济主体、轻资产企业无法纳入传统征信体系，融资门槛高。
风险识别滞后：依赖单一财务或借贷数据，无法实时反映企业经营与信用变化。
评估成本高：金融机构尽职调查耗时耗力，难以实现高效批量审批。
2.服务对象：
金融机构（银行、小贷公司、保理公司等）
商业合作方（供应链核心企业、平台企业、加盟商等）
政府相关部门（中小企业服务平台、市场监管机构等）
小微企业、个体工商户、新经济主体（如网店、自由职业者等）","1. 应用产出情况
已利用工商、司法、知识产权等基本企业公开信息，形成基础企业评价模型以及应对不同需求场景的评价方法。
2.社会效益
提升小微企业融资可获得性，助力实体经济发展。增强新经济主体信用可见度，支持创新创业与灵活就业。推动社会信用体系建设，营造诚信经营环境。促进金融机构普惠金融服务拓展，覆盖更多长尾客户。
3.经济效益
降低金融机构坏账率，通过多维数据交叉验证提升风险识别精度。提升信贷审批效率，实现部分流程自动化，减少人工干预与成本。
帮助商业合作方优化供应链管理，减少交易风险与违约损失。助力企业凭借信用资产获得更低成本融资与更多商业机会。",2026-02-27 11:04:19,2026-06-05 18:31:06,2026-04-16 14:33:44,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
150,SETTLED_PROJECT,创新服务-入驻项目,92,206,355,北京交研智慧科技有限公司,城市公交线网优化及客流预测服务,在既有刷卡客流之外，引入手机信令形成全人群、全方式的出行需求底图，识别真实高需求走廊与公交服务薄弱区。面向公交交通线网规划部门，提供线路新增/延伸/撤销与走向优化建议、快慢线与区间车组合方案，以及分走廊的车型与配车数配置建议，并给出覆盖人口、通勤承接量等量化评估结果，以及高峰加密、平峰均衡、夜间保底与活动日临时加车等排班建议。通过数据场景验证和应用，可为城市公共交通相关企业提供线网优化、客流预测、精准排班、运力精准投放等优质服务，促进城市公共交通供需平衡，通过大数据赋能城市公共交通运营企业，提升公共交通运行效率，有效降低因出行需求掌握不准导致的公共交通资源浪费。,1、公交线网优化：社会效益：提升市民出行的便捷性与高效性，系统性重构公交网络，有效填补新建居民小区、学校等区域的服务空白；加强高铁站、火车站等交通枢纽之间的连接，促进城市空间拓展与人口导入。经济效益：通过精简线路数量、缩短总里程，实现公交网络“瘦身”提质，降低无效运营成本；优化资源配置，提高车辆利用率和运营收益。2、公交客流预测与班次排班：社会效益：精准掌握不同区域、时段的出行需求，有效缓解学校周边等区域的交通拥堵；提升公交准点率与乘客满意度，为市民提供更加舒适、安全的出行体验。经济效益：实现运力投放的精细化与均衡化，降低运营成本；通过优化大小车联排等调度手段，提高车辆满载率，增加运营客流量与收益。,2026-02-26 10:39:13,2026-06-05 18:31:06,2026-02-28 17:02:49,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
151,SETTLED_PROJECT,创新服务-入驻项目,93,205,350,北京智能决策医疗科技有限公司,中国慢性鼻窦炎伴有鼻息肉手术患者的人口统计学、临床和治疗特征：一项回顾性真实世界研究,慢性鼻窦炎伴有鼻息肉（CRSwNP）主要是一种 2 型炎症性疾病，可显著降低患者的生活质量（QoL），并带来沉重的医疗负担。在中国，估计有超过1亿人受到慢性鼻窦炎（CRS）影响，其中 CRSwNP 代表了一种临床上重要且通常更严重的亚型。与CRS不伴鼻息肉（CRSsNP）的患者相比，CRSwNP患者通常症状更严重，QoL受损程度更大，通常需要额外治疗和频繁就诊，给患者和医疗系统带来了沉重的经济负担。CRSwNP 也常伴发合并症。与未伴合并症的患者相比，伴有 2 型炎症性呼吸道疾病和合并症的患者症状更严重，加重率更高，住院时间更长，医疗费用也更高。特别是伴有哮喘或过敏性鼻炎（AR）的 CRSwNP患者预后更差，复发率更高。虽然内镜鼻窦手术（ESS）可以减少医疗资源的利用，但 CRSwNP 的复发性通常需要长期治疗，这进步加重了经济负担。为了填补这些知识空白，本研究旨在使用中国的真实世界数据库，提供中国CRSwNP 手术患者的疾病负担、治疗模式和特征的真实世界证据。目的是分析手术患者人群的人口统计学、合并症、疾病负担和治疗模式，并探索中国临床环境下治疗 CRSwNP 的情况。,探索全身激素在 CRSwNP 手术患者中的真实世界使用情况；探索 CRSwNP 手术患者的真实世界患者特征、治疗模式和疾病负担；探索 CRSwNP 手术患者再次手术的发生情况；探索疾病严重程度评估工具在 CRSwNP 手术患者中的真实世界使用情况；探索 CRSwNP 手术患者的生物制剂治疗模式；按生物制剂治疗状态探索 CRSwNP 手术患者的激素使用模式；探索 CRSwNP 手术患者的全身激素相关不良结局，最终的产出希望发表在主流期刊中，用于指导临床医生的工作及为中国 CRSwNP的改善提供相关证据支持。,2026-02-11 16:23:00,2026-06-05 18:31:06,2026-02-28 16:58:39,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
152,SETTLED_PROJECT,创新服务-入驻项目,95,204,340,北京认知洞察科技有限公司,12345数据创新应用,基于认知洞察公司的核心专利技术——《一种基于细颗粒度情感划分的情感数据资产化方法和系统》，使用细颗粒度情感人工智能垂类大模型对12345数据进行公众情感认知衍生化，形成数据资产“12345情感认知衍生数据资产”；对12345情感认知衍生数据进行创新应用，形成数据产品和数据分析报告，针对拉动内需、消费提振的痛点问题，通过人工智能技术与消费心理认知模型的深度融合，提供智能化的消费提振策略数据要素支持，辅助科学决策，助力消费市场的精准激活与高质量发展。本项目适用于提振消费政策制定相关的党政机关各个部门，包括发展改革委、商务局、文化和旅游、民政、教育、市场监管等。,产出两类重要成果：1.12345情感认知衍生数据资产。对12345接诉即办内容的自然语言文本，通过智能化的数据抓取、清洗和结构化处理，构建多维度、跨语言的消费心理认知衍生数据。实现数据要素的高效提炼和复用，形成高质量数据集，实现“12345情感认知衍生数据资产”登记认定。2.数据创新应用产品。基于“12345情感认知衍生数据资产”，结合多源数据挖掘分析，以数据统计、分析报告等形式的数据成果，服务商务局、文化和旅游等各政府部门，辅助决策。后续可以实现不同行业领域拓展，在不同应用场景的定制化使用，在数据要素利用过程中不断提升数据资产价值。,2026-02-10 15:57:13,2026-06-05 18:31:06,2026-02-10 16:03:31,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
