序号,接口表名,数据类别,id,biz_unique_id,scene_name,scene_open_dept,scene_batch,scene_summary,scene_status,scene_innovation_demand,scene_type,contact_user,phone,email,create_time,update_time,data_time,del_status,scene_range,favorited,来源接口
169,SCENE_DEMAND,创新服务-场景需求,119,478,基于图像技术的设施园艺动态监测应用场景,北京市农业农村局,2023年智慧城市场景批次,设施农业具有作物种类多、种植密度大、生长过程动态化等特点，生产监测存在识别难等问题，本场景意在利用人工智能技术和先进的算法模型，基于实时采集的大量设施图像数据和环境参数，研制多源数据融合的设施园艺作物品类识别、生育期识别、产量智能预测等模型，提高设施监测信息化水平。,"1.场景建设核心任务目标
设施农业具有作物种类多、种植密度大、生长过程动态化等特点，生产监测存在识别难等问题，本场景意在利用人工智能技术和先进的算法模型，基于实时采集的大量设施图像数据和环境参数，研制多源数据融合的设施园艺作物品类识别、生育期识别、产量智能预测等模型，提高设施监测信息化水平。
2.拟解决的主要问题
设施园艺种类繁多，日光温室成像空间有限且种植密度大，造成图像视野有限、器官遮挡重合严重，如何提高作物种类识别、作物生长监测精度显得尤为重要；其次，如何从海量的人工智能算法中选择最适宜的算法对于提高精度有重要作用；此外，如何充分发挥“数字菜田”项目已积累的图像、环境海量数据效能，深度挖掘设施园艺作物动态生长参数等有效信息对于产业监测与服务具有重要意义。","1.拟应用的底层关键核心技术产品：拟应用设施园艺作物种类与生长动态监测技术、设施园艺作物产量智能预测技术。
2.应用场景创新点：形成全市设施园艺产业设施（闲置、大棚房、生产、产量及上市等）在线监测首方案，通过物联网传感技术与人工智能算法融合应用解决传统产业监测人工投入大、时效性不高、覆盖面不全的问题。",3,余礼根,18610715026,360088609@qq.com,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
170,SCENE_DEMAND,创新服务-场景需求,118,479,新型装配式温室精准感知与智能环控应用场景,北京市农业农村局,2023年智慧城市场景批次,目前北京市设施农业奖补政策支持设施温室的建设与改造，急需配套成熟的温室环境智能控制技术，突破温室环境传感、温室设备集成联动控制、不同作物环境控制模型等核心技术环节，突破国产温室环境感知和环控装备存在体积大、功耗高、数据精度低、可靠性差及配套系统智能化水平低等问题，创制一体式、太阳能供电、数据无线传输、支持远景近景图像视频采集、高精度、低功耗的新一代设施温室专用传感器，实现装配式温室环境的精准感知与智能调控，有效支撑北京市设施蔬菜产业高质量发展。,"1.场景建设核心任务目标
目前北京市设施农业奖补政策支持设施温室的建设与改造，急需配套成熟的温室环境智能控制技术，突破温室环境传感、温室设备集成联动控制、不同作物环境控制模型等核心技术环节，突破国产温室环境感知和环控装备存在体积大、功耗高、数据精度低、可靠性差及配套系统智能化水平低等问题，创制一体式、太阳能供电、数据无线传输、支持远景近景图像视频采集、高精度、低功耗的新一代设施温室专用传感器，实现装配式温室环境的精准感知与智能调控，有效支撑北京市设施蔬菜产业高质量发展。
2.拟解决的主要问题
设施温室环境是设施生产的重要内容，与作物生长息息相关，智能化的精准环控不仅可以有效提高设施蔬菜产量和品质，同时可以大量减少劳动力投入和水肥药成本，国产物联网设备存在着设备体积大、功耗高、数据精度低、可靠性低等问题，阻碍了物联网设备在设施农业生产环境下的广泛应用。此外，环控模型研发不完善，控制器只能达到简单的时序控制、单一指标控制，难于实现按需控制和多指标控制，应用系统的智能化程度需要提高。","1.拟应用的底层关键核心技术产品：拟应用新一代高集成设施温室传感器、温室环境智能控制设备。
2.应用场景创新点：引入智能连栋温室环控技术理念，形成针对新型装配式温室智能环境调控首方案，解决北京市农业设施智能化水平不高的问题，推进新一代农业物联网设备创新，实现劳动生产效率和设施蔬菜产量品质的双提升。",3,余礼根,18610715026,360088609@qq.com,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
171,SCENE_DEMAND,创新服务-场景需求,117,480,设施无土栽培关键养分智能检测传感应用场景,北京市农业农村局,2023年智慧城市场景批次,大型连栋玻璃温室无土栽培营养液关键养分含量监测国产传感器缺乏稳定性和可靠性，构建多种无机离子的高特异性、高灵敏度检测传感系统，实现设施栽培无土环境中的K+、NH4+、NO3-浓度智能化精准检测。,"1.场景建设核心任务目标
大型连栋玻璃温室无土栽培营养液关键养分含量监测国产传感器缺乏稳定性和可靠性，构建多种无机离子的高特异性、高灵敏度检测传感系统，实现设施栽培无土环境中的K+、NH4+、NO3-浓度智能化精准检测。
2.拟解决的主要问题
国产传感器的精度、稳定性、特异性等有待进一步提高，缺乏多传感器融合校正的智能模型。","1.拟应用的底层关键核心技术产品：拟应用关键养分的全固态传感器、多传感器数据融合算法、营养液养分精准检测系统。
2.应用场景创新点：针对当前作物养分信息智能检测手段缺乏的问题，融合纳米技术和微电极技术，研制多种无机离子的高特异性、高灵敏度活体检测传感器及系统，实现设施栽培无土环境中的养分离子的智能检测。",3,余礼根,18610715026,360088609@qq.com,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
172,SCENE_DEMAND,创新服务-场景需求,116,481,宜机化日光温室水肥精准管理模型与变量灌溉应用场景,北京市农业农村局,2023年智慧城市场景批次,针对传统南北垄向种植模式下全棚均量灌溉方法无法适用于宜机化东西垄向种植模式的问题，建立以光辐射为驱动、田畦为单元的日光温室东西垄种植下水肥变量调控方法，构建基于边缘计算的日光温室智能灌溉控制系统，确保作物适宜生长周期，提升水肥利用效率。,"1.场景建设核心任务目标
针对传统南北垄向种植模式下全棚均量灌溉方法无法适用于宜机化东西垄向种植模式的问题，建立以光辐射为驱动、田畦为单元的日光温室东西垄种植下水肥变量调控方法，构建基于边缘计算的日光温室智能灌溉控制系统，确保作物适宜生长周期，提升水肥利用效率。
2.拟解决的主要问题
东西垄向的种植模式可以大幅度提高机械化作业水平，但随着垄向的改变，不同垄间作物水肥利用特征差异凸显，传统南北垄向下的全棚均量灌溉方法难以满足要求，然而针对东西垄种植下的水肥精准管理研究尚处于空白。","1.拟应用的底层关键核心技术产品：拟应用宜机化日光温室智能水肥管控技术。
2.应用场景创新点：形成东西垄栽培下宜机化日光温室的水肥变量管控技术的首方案。",1,余礼根,18610715026,360088609@qq.com,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
173,SCENE_DEMAND,创新服务-场景需求,115,482,设施环境植物高通量表型检测应用场景,北京市农业农村局,2023年智慧城市场景批次,针对作物表型高通量获取技术受国外垄断，难以构建我国自主知识产权的设施植物表型大数据高通量、自动化系统平台导致设施植物育种技术研究受到制约等问题，创制设施环境下流水线成像室表型平台、轨道表型平台、无人车表型平台以及机器人表型平台系统，实现植物形态结构、颜色纹理以及光谱生理等多模态表型指标自动化解析，解决我国农林植物表型软硬件系统装备“卡脖子”问题。,"1.场景建设核心任务目标
针对作物表型高通量获取技术受国外垄断，难以构建我国自主知识产权的设施植物表型大数据高通量、自动化系统平台导致设施植物育种技术研究受到制约等问题，创制设施环境下流水线成像室表型平台、轨道表型平台、无人车表型平台以及机器人表型平台系统，实现植物形态结构、颜色纹理以及光谱生理等多模态表型指标自动化解析，解决我国农林植物表型软硬件系统装备“卡脖子”问题。
2.拟解决的主要问题
当前，国产的农林植物表型技术设备存在数据获取通量低、维度少、解析时效性差、缺乏配套的软件系统等问题，不能满足数字育种、智慧栽培和多组学研究需要；而高端、先进的表型平台技术装备依赖进口，存在价格昂贵、技术“黑盒子”、服务不到位，数据安全隐患等问题。主要表现为：（1）多模态表型大数据获取的传感器阵列或成像单元依赖进口；（2）表型性状自动化解析系统国外进口软件系统接口不开放、数据规范标准黑盒，无法满足特定农林植物以及特定尺度的表型性状分析需求。
以上痛点难点问题已经成为制约北京市乃至我国数字化育种和智慧栽培研究的瓶颈因素，难以构建具有自主知识产权的国产设施环境农林植物表型大数据高通量、自动化获取解析平台系统。亟需通过关键技术攻关和设备研发，弥补我国在表型组大数据技术与国外的差距，实现自主研发取代进口。","1.拟应用的底层关键核心技术产品：拟应用多模态表型传感器成像单元技术、植物单株及器官三维表型自动化解析系统、设施环境植物高通量表型平台。
2.应用场景创新点：
（1）多模态传感器同步获取及三维图谱融合技术研发。使用时空同步及像元融合配准技术，实现RGB图像传感器、光谱图像传感器和激光雷达传感器三维像元点云级别融合，实现植物三维光谱点云高精度重建。
（2）多尺度表型数据高精度自动化解析管道系统研发。使用预训练大模型、强化学习等深度学习技术，实现植株器官、单株、群体多尺度自动化分割与识别，构建植物株型形态和生理生化预测模型，实现植物形态结构、颜色纹理以及光谱生理等多模态表型指标自动化解析。
（3）设施环境植物高通量表型平台创制。采用“云-边-端”自主控制、协同计算、5G网络通信技术，创制设施环境下流水线表型平台、轨道表型平台、无人车表型平台以及机器人表型平台系统，打造工厂化设施环境农林植物表型精准鉴定和育种加速器服务模式。",3,余礼根,18610715026,360088609@qq.com,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
174,SCENE_DEMAND,创新服务-场景需求,114,483,奶牛体型外貌智能鉴定应用场景,北京市农业农村局,2023年智慧城市场景批次,非接触式体型外貌自动鉴定无须人工干预，能够实现对奶牛体型外貌自动鉴定，但鉴定模型受不均匀环境光照、牛只运动等影响，造成鉴定分值受主观影响较大。利用人工智能技术结合多角度体型外貌视觉特征，创制奶牛体型外貌智能鉴定装置，提升复杂环境下体型外貌鉴定模型的普适性，提高鉴定速度与精度。,"1.场景建设核心任务目标
非接触式体型外貌自动鉴定无须人工干预，能够实现对奶牛体型外貌自动鉴定，但鉴定模型受不均匀环境光照、牛只运动等影响，造成鉴定分值受主观影响较大。利用人工智能技术结合多角度体型外貌视觉特征，创制奶牛体型外貌智能鉴定装置，提升复杂环境下体型外貌鉴定模型的普适性，提高鉴定速度与精度。
2.拟解决的主要问题
奶牛体型外貌鉴定一般由专业鉴定员通过视觉和触觉完成，人工投入高、效率低、追溯困难、质量监管难度大，且人与牛只的近距离接触会造成牛群应激与工作人员的防疫风险；尤其一些性状参数缺少量化的度量值，造成人工鉴定体型外貌存在主观性。","1.拟应用的底层关键核心技术产品：拟应用奶牛体型外貌智能鉴定装置。
2.应用场景创新点：
（1）突破背景遮挡、细节缺失下的关键点检测难点，研究牛只个体标准姿态与不同尺度感兴趣区域识别技术，准确捕捉体型外貌关键点坐标；
（2）突破非矢量度量下体型外貌鉴定主观性影响，构建多参数体型外貌智能鉴定模型，提升育种表型数据采集自动化、智能化。
（3）形成奶牛育种表型数据数字化采集模式，结合AI算法与个体识别技术，降低育种数据采集错误率。",3,余礼根,18610715026,360088609@qq.com,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
175,SCENE_DEMAND,创新服务-场景需求,113,484,蛋鸡育种选育智能应用场景,北京市农业农村局,2023年智慧城市场景批次,面对传统育种方法的局限性和大数据处理的挑战，通过建立人工智能模型，深度分析各选育点中选育目标与选择性状、选择条件之间的联系，实现人工智能驱动的育种决策，确保选育过程始终符合预定目标，提高育种效率与精确性。,"1.场景建设核心任务目标
面对传统育种方法的局限性和大数据处理的挑战，通过建立人工智能模型，深度分析各选育点中选育目标与选择性状、选择条件之间的联系，实现人工智能驱动的育种决策。将有助于确保选育过程始终符合预定目标，提高育种效率与精确性。
2.拟解决的主要问题
（1）数据价值未被充分挖掘：当前峪口禽业已经积累了PB级的蛋鸡育种数据，但这些数据尚未得到深入的分析和利用。即大量潜在的知识和价值未被发掘，其分析结果可能对育种效率和优质蛋鸡品种培育产生巨大的促进作用。
（2）传统技术局限性：依赖于经验的人工选育方法有其固有的局限性，如选择偏见、经验叠加效应等。此外，传统的信息技术在处理大数据时面临效率和精确性的挑战，不能满足育种数据日益增长和复杂化的处理需求。
（3）人工智能技术引入需求：为应对上述问题，迫切需要引入人工智能技术。但如何有效地结合人工智能技术与现有育种数据，以及如何确保人工智能的决策与实际育种场景相符，是目前亟待解决的问题。","1.拟应用的底层关键核心技术产品：拟应用智能选育的人工智能模型与算法。
2.应用场景创新点：
（1）首次打通纯系、父母代和商品代之间的育种大数据流，建立从纯系到商品代各代次的数据的高效采集平台，以及数据质控预警模型。
（2）首次引入人工智能算法到蛋鸡育种领域，实现选育目标、选择性状和选择条件之间的深度联系研究。
（3）构建的人工智能决策支持系统不仅能为专家提供数据驱动的建议，还能自动优化和修正，确保蛋鸡的选育始终处于最优状态。",3,余礼根,18610715026,360088609@qq.com,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
176,SCENE_DEMAND,创新服务-场景需求,112,485,果园宜机化智能迷雾药液喷洒应用场景,北京市农业农村局,2023年智慧城市场景批次,果园生产面临农事作业强度大、肥药喷洒不精细等问题，应用自主导航、路径自主规划与自动寻优等技术方法，创制果园宜机化自动巡检与智能迷雾喷洒装备，实现无人驾驶果园视频图像和火情监测识别、肥药自动喷洒。,"1.场景建设核心任务目标
果园生产面临农事作业强度大、肥药喷洒不精细等问题，应用自主导航、路径自主规划与自动寻优等技术方法，创制果园宜机化自动巡检与智能迷雾喷洒装备，实现无人驾驶果园视频图像和火情监测识别、肥药自动喷洒。
2.拟解决的主要问题
目前，果园种植环境复杂、农事作业强度大、肥药投入粗放，开展果园宜机化的自动驾驶喷洒技术要求高，缺乏可实际应用的果园智能迷雾喷洒装备。","1.拟应用的底层关键核心技术产品：拟应用自主导航行驶技术和深度学习技术。
2.应用场景创新点：
（1）通过北斗卫星提供全天候、高精度和实时的位置、速度和时间信息，经过差分提高定位精度，并利用软件平台自定义运行轨迹，在果园不同区域设定相应速度，根据边界和障碍物分布，规划作业的最优路径，让农机装备“按图索骥”作业。
（2）突破基于AI深度学习的目标检测与图像识别算法，对果树喷药靶标、果树生长状态等图像样本进行数据预处理与模型训练，实现果园精准喷洒与长势分析。",3,余礼根,18610715026,360088609@qq.com,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
177,SCENE_DEMAND,创新服务-场景需求,111,486,经开区亦智政务大模型服务平台技术验证,北京经济技术开发区行政审批局,2023年智慧城市场景批次,基于通用预训练大模型，使用本地大数据训练，建设具有经开区认知能力的“亦智”政务大模型平台，采用国产化自主可控框架，建设有效易用的大模型微调训练工具链，实现任务微调训练的自闭环，提供数据管理、模型训练、模型管理、模型压缩、模型发布等能力，支撑多元大模型优化训练的全流程，为政务咨询、智能检索、交互式智能政务办事、城市精准治理等场景建设，提供大模型能力支撑，助力政务服务提质增效。,"1.场景建设核心任务目标
利用本地特殊数据和大模型开发平台，开发经开区特色大模型。服务于领导驾驶舱、政务服务、城市治理、政策问答等场景，利用大模型开发平台进行数据管理、模型训练、模型管理、模型压缩、模型应用等开发工作，输出优化后的特色大模型。为政务服务、城市治理、产业发展等方向训练专业模型，提升政务服务、城市治理等办事效率及智能化水平。
2.拟解决的主要问题
经开区当前在大模型方面的应用主要使用的行业开源或企业提供的通用大模型产品，未针对经开区相关数据进行全参微调，不具备以经开区角度来汇聚知识、输出内容。
（1）缺乏有经开区特点的全参微调基座大模型；
（2）未统一治理各场景数据，形成大模型微调训练数据集。数据管理和数据标注难。
（3）大模型训练和优化缺少系统化体系化支持；","1.拟应用的底层关键核心技术产品及技术指标要求：
一站式大模型开发及服务运行平台，采用国内领先的深度学习框架作为底层支撑，并内置大模型技术。涵盖数据集管理、模型训练、服务发布与监管。通过可视化界面实现模型全生命周期管理，简化从数据到服务的大模型实施过程，易于上手与理解。
2.应用场景创新点：
开发本地特色大模型，基于本地数据和通用大模型进行模型优化，开发适用于本地场景的特色大模型",1,罗珺,67880397,luojun@bda.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
178,SCENE_DEMAND,创新服务-场景需求,110,487,基于大模型的驾驶舱“边问边查”场景应用,北京经济技术开发区行政审批局,2023年智慧城市场景批次,针对领导驾驶舱应用中存在的需求变化多、分析要求高、响应速度快等问题，通过与数字人对话式的互动体验模式，借助大模型语义理解、自主学习和智能推理等能力，实现对IOC主题大屏各类指标数据进行对话式问答查询，并生成总结摘要、精准数据以及可视化动态图表，探索开展领导指挥决策场景下“动态问数”的需求，提升辅助决策支持效率，助力政府数字化转型。,"1.场景建设核心任务目标
随着AI大模型的不断发展与成熟，已经在多个政务场景得到落地应用，各委办局积极加入到政务大模型应用战略布局当中。
基于基座大模型，通过对话式互动体验模式，实现对IOC主题大屏各类指标数据进行对话式问答查询，并生成总结摘要、精准数据，以及可视化动态图表。满足政府日常灵活问数统计与分析。
2.拟解决的主要问题
•现场回答细问题，咬不准
•收集归纳再提取，周期长
•统计口径不一致，对不齐
•多种数据做分析，理不顺
1）实现对政府数据的灵活问询和多维下钻分析，操作成本低，分析能力强
2） 解决领导在月度/季度会议现场问询业务统计数据、分析总结 数据准确，提取重点信息总结概括
3）对上级或其他角色提出的计划外问题 给出快速回复，立即响应，准确性高","1.拟应用的底层关键核心技术产品及技术指标要求：
* 应用领先的大模型技术，为所负责业务的数字化转型提供先机，在政务工作的智能化方面保持领先
* 帮助客户实现对政府数据的灵活问询和多维下钻分析，操作成本低，分析能力强
* 解决领导在月度/季度会议现场问询业务统计数据、分析总结 数据准确，提取重点信息总结概括
* 对上级或其他角色提出的计划外问题 给出快速回复，立即响应，准确性高
2.场景创新点：
颠覆式的语音问数交互体验，解决领导指挥决策场景的动态问数需求，快速灵活的生成精准回答以及动态分析图表。解决人工计算时间较长、数据不精准的问题，准确性远高于人工统计，极大提升效率。",3,罗珺,67880397,luojun@bda.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
179,SCENE_DEMAND,创新服务-场景需求,109,488,基于大模型的政务“边聊边办”场景应用,北京经济技术开发区行政审批局,2023年智慧城市场景批次,针对窗口咨询量大、传统客服回答单一、线上一次办成率不高等问题，借助大模型语义理解、自主学习和智能推理等能力，开展基于大模型的“边聊边办”场景建设，探索在食品经营许可证、公共场所卫生许可证等2个服务事项办事过程中，引导申请人以聊天的方式完成事项的自动申报，创新线上办理服务新模式，提高政务咨询、智能检索、交互式智能政务办事以及智能问答水平，助力政务服务提质增效，形成基于大模型的政务服务办事应用首方案。,"1.场景建设核心任务目标
现阶段政务服务信息化建设快速发展，政务服务线上办理早已成政府部门服务群众的一个重要方式，“网上办”、“掌上办”已经成为不少办事群众的重要选项。围绕政务服务领域实际需求，借助大模型语义理解、自主学习和智能推理等能力，提高政务咨询、智能检索、交互式智能政务办事以及智能问答水平，助力政务服务提质增效。
2.拟解决的主要问题
（1）线上办事难度较大、体验较差
（2）线上办事一次办成率不高
（3）线下服务大厅办事成本较高
（4）窗口超负荷
（5）地区政务服务考评难提升","1.拟应用的底层关键核心技术产品及技术指标要求：
结合事项库、政策法规等现有系统，借助区级基座大模型智能取数、知识问答、智能语音交互等能力。提高自助办理事项准确率，提升智能化交互水平。
2.应用场景创新点：
（1）首次基于大语言模型，提供解决企业群众网上申报难的需求并可实际落地的解决方案；
（2）创新线上办理服务新模式：聊聊天把事办。
（3）打造经开区专属虚拟数字人形象，提升品牌影响力",3,罗珺,67880397,luojun@bda.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
180,SCENE_DEMAND,创新服务-场景需求,108,489,基于大模型的智慧城市应用场景低代码自动构建技术验证,北京经济技术开发区行政审批局,2023年智慧城市场景批次,针对业务需求频繁变化、任务快速响应、应用重复建设、技术难以迭代更新等政务系统软件开发痛点问题，利用大模型语义理解、代码自动生成等能力，充分复用经开区现有大数据平台共性组件，走通政务智能低代码开发平台建设技术路线，采用“托、拉、拽”的形式进行应用场景的构建与服务发布，搭建及时响应，灵活变更、业数一体的各类业务应用系统，探索通过自然语言交互方式搭建开发应用，降低应用开发门槛，调动业务人员数字化转型应用的积极性，有效提升系统搭建开发速度和业务变化的响应速度。,"1.场景建设核心任务目标
为了提升政府在信息化系统建设领域的资金预算使用效能，采用智能化的低代码平台有效提升系统搭建开发速度和业务变化的响应速度，满足WEB端、H5端、移动端、小程序端的应用可视化开发，覆盖各类政务服务交互场景。另外，低代码平台除常规的可视化页面设计器、模型管理、服务编排、多环境发布等常规功能，还可与各类大模型对接提供智能开发助手，通过自然语言自动生成应用，结合AIGC能力自动生成业务表单、自动配置应用主题，以此降低应用开发难度，调动业务人员的应用开发积极性，同时智能助手还为开发人员提供了自动生成SQL语句、自动编写代码、生成各类校验正则表达式等，以往开发一个应用的时间在使用智能低代码平台后可以开发多个应用，可极大提高应用开发团队的效率。
2.拟解决的主要问题
1)多样定制:需求多定制，交付成本高；
2)时效紧迫：时间紧、任务重
3)需求变更：内外部需求频繁变化
4)重复建设：上下级单位缺乏沟通，应用重复建设
5)数据孤岛：项目多样化缺少统一建设标准
6)难以迭代：技术栈不统一，难以统一维护迭代","1.拟应用的底层关键核心技术产品及技术指标要求：
结合低代码平台的各种可视化能力与大模型构建智能低代码平台，提供智能生成应用、推荐主题
、生成页面、修改页面/组件、生成实体、生成图片/图标、sketch转页面
、生成React自定义组件、生成JS代码、生成SQL、生成正则、操作问答等。
2.应用场景创新点：
1）低代码+大模型+业务数据，打造政务智能低代码开发平台；
2）应用开发在拖拉拽基础上增加自然语言交互方式搭建应用，提升应用开发效率。
3）应用运行过程中结合大模型提供各类智能功能。",1,罗珺,67880397,luojun@bda.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
181,SCENE_DEMAND,创新服务-场景需求,107,490,多源异构算力资源柔性调度服务应用场景,北京经济技术开发区行政审批局,2023年智慧城市场景批次,经开区作为数据基础制度先行区，拟开展算力服务中心建设。针对算力资源短缺、空间分布不均衡、多源算力调度难度大、利用效率低、缺乏精准计量手段等问题，围绕多源异构算力柔性调度这一场景，探索开展多源异构算力组网、可配置算力调度引擎（原子调度、故障调度、亲和性调度、就近调度、负载调度等）、信创资源调度（验证国产CPU、GPU、NPU、DCU等芯片的混合纳管和调度），实现通用算力、超算、智算等异构算力的统一纳管和智能编排，打造多云跨域算力资源、国产CPU/GUP统一资源纳管和智能编排，基于算力调度引擎满足多云厂商的算力资源要素、跨区域的资源编排下发，弹性资源调度，降低AI训练模型与高性价比的算力资源匹配，降低企业使用算力的成本，实现区域算力资源的统筹规划和优化配置。,"1.场景建设核心任务目标
建设面向大模型规模化应用的算力资源柔性调度管理场景，围绕大模型发展面临的算力资源需求量大、利用率低、缺乏精准计量手段等问题，通过多云规格管理等技术，打通多源算力组网难度大、算力网络感知难度大、算力网络编排难度大等技术堵点问题，实现多源异构算力组网、算力原子级调度及信创资源调度能力，完成多源异构算力组网验证、调度单策略验证，更好满足算力多样性需求，降低算力使用成本，实现算力资源效能提升30%、算力资源匹配度提升50%等目标。
2.拟解决的主要问题
（1）多源算力组网难度大。芯片厂商、服务器厂商和云计算等厂商之间的技术架构、管理等存在较大差异，很难形成统一纳管和调度，资源利用和管理存在较大问题。
（2）算力网络感知难度大。算力资源状态捕捉已初步实现，但对资源的理解和预测具有较大的不确定性，对算力资源的高效调度和使用带来较大影响。
（3）算力网络编排难度大。目前对算力网络多种原子能力的抽象、封装技术尚不成熟，缺乏成熟的技术解决方案。","1.拟应用的底层关键核心技术产品及技术指标要求
（1）多源异构算力组网
通过多云规格管理(Cloud Spec Manager)技术，将算力进抽象建模，实现算力资源的统一管理。
通过多云资源编排器(Cloud Resource Orchestrator)，实现跨云的算力资源的生命周期管理。
（2）算力的业务调度
可配置算力调度引擎。提供原子调度能力：1)固定调度。2)故障调度:。3)节点亲和性调度。4)就近调度。5)算力资源负载调度。
（3）信创资源调度
验证对国产通用CPU算力调度，国产GPU、NPU、DCU等加速卡的混合纳管和调度。
2.应用场景创新点
（1）算网多云纳管能力：实现多云跨域算力资源统一管理和智能编排。异构算力调度能力：实现国产CPU、GPU资源纳管和调度、实现多厂商算力资源平台的对接纳管。
（2）多维度的算力调度技术，基于自主研发的算力注册、算力度量、算力解构等基础算法软件，实现根据算力需求和算力调度规则，智能匹配最佳算力资源池。
（3）基于自主研发的业务调度、编排调度、作业调度规则引擎实现应用跨域编排部署和业务调度，满足客户一键开通多云厂商的算力资源要素、跨区域的资源编排下发，弹性资源调度。",1,罗珺,67880397,luojun@bda.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
182,SCENE_DEMAND,创新服务-场景需求,106,491,数据基础制度先行区感知数据专区建设运营场景,北京经济技术开发区城市运行局,2023年智慧城市场景批次,经开区前期统筹建设有大量视频及感知设备，实现了“多杆合一、多感合一、多箱合一”，针对感知数据流通融合难、开发利用效率低等问题，借助经开区数据基础制度先行区优势，以城市感知数据为突破口，探索感知数据专区建设和服务新模式，按照“原始数据不出域、数据可用不可见”的数据安全要求，开展“集约建设、融合汇聚、开放共享、服务高效”的一体化感知数据运营，释放数据潜力，盘活数据资产，研究感知数据产品和服务交易盈利模式，开展数据基础制度应用创新试点。,"1.场景建设核心任务目标
目前数据融合和开放共享已成为激发智慧城市建设不断纵深发展的必经之路，以城市感知数据为突破口，探索“政府统筹规划、企业统一服务”的感知数据专区建设和服务新模式。按照“原始数据不出域、数据可用不可见”的数据安全要求，建设感知数据监测中心，打造“集约建设、融合汇聚、开放共享、服务高效”的一体化数据运营服务体系，打造经开区感知数据专区。
2.拟解决的主要问题
设备种类多，数据整合难
由于前端设备建设需求分散，建设时间不一，多个建设系统的数据接口、通信协议、文件格式均不一致，数据治理难度大，政府各部门之间感知数据越来越难以整合，难以实现数据资源整合共用。
数据不流通、融合应用难
各个系统和平台之间共享对接流程慢，政府和企业感知数据整合难，造成资源浪费和重复建设，成为感知数据的创新应用的掣肘。","1.拟应用的底层关键核心技术产品及技术指标要求：
物联网IOT对接技术。整合各种传感器设备，汇聚各类智能前端子系统，为算法超市提供数据基础，需支持百万级设备接入，支持多种接入协议，支持国产化服务器部署。
算法纳管和训练技术。进行不同场景下算法的训练与结果产出，并对第三方厂家算法进行“托管”或“纳管”，对算法进行调度，统一提供算法服务。
2.应用场景创新点：
模式创新。按需给政府和社会提供数据服务和算法服务，为城市治理各业务领域提供服务，实现感知数据有序流通和共享应用。
场景创新。以感知数据中心为基础建设“新基建创新实验室”，“感知设备国产化验证实验室”、“EUHT创新应用实验室”等，为智慧城市感知体系国产化新产品和新技术提供验证测试场景，加速产品和技术变现，带动经开区产业升级与发展。",3,冯丽颖,67887513,fengliying@bda.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2023-10-30 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
