序号,接口表名,数据类别,id,biz_unique_id,data_code,data_name,dept_name,service_type,is_shared,is_open,sample_data_json,sample_data_keyword,data_url,create_time,update_time,data_time,del_status,valid_status,visit_count,domain_name,domain_type,organation_name,data_subject,favorited,来源接口
8300,GOV_DATA,数字资源-政府侧数据,2160,AJ-AAU-AF-AA,AJ-AAU-AF-AA,本市农业农村、水务等方面部门决算数据,北京市财政局,DATA,无条件共享,否,"[{""单位主代码"":""1100001629"",""年末结转结余"":""年末结转结余样例1"",""年初结转结余"":""年初结转结余样例1"",""本年支出"":""18850.3"",""本年收入"":""7209.52""},{""单位主代码"":""1100003081"",""年末结转结余"":""年末结转结余样例2"",""年初结转结余"":""年初结转结余样例2"",""本年支出"":""12686.27"",""本年收入"":""18509.23""}]",单位主代码。年末结转结余样例1。年初结转结余样例1。本年支出。本年收入；单位主代码。年末结转结余样例2。年初结转结余样例2。本年支出。本年收入,,2026-06-05 18:33:48,2026-07-08 11:28:27,2003-01-01 00:00:00,0,0,0,财税金融,经济发展类,农业农村处,"法人类数据资源,区域类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8301,GOV_DATA,数字资源-政府侧数据,2159,AJ-AAT-AF-AA,AJ-AAT-AF-AA,市交通委、市城市管理委、市城管执法局、市交研院等部门决算指标,北京市财政局,DATA,无条件共享,否,"[{""年末结转结余"":""年末结转结余样例1"",""年初结转结余"":""年初结转结余样例1"",""本年支出"":""5334.15"",""本年收入"":""19253.93"",""单位主代码"":""1100001163""},{""年末结转结余"":""年末结转结余样例2"",""年初结转结余"":""年初结转结余样例2"",""本年支出"":""18848.19"",""本年收入"":""13576.47"",""单位主代码"":""1100009381""}]",年末结转结余样例1。年初结转结余样例1。本年支出。本年收入。单位主代码；年末结转结余样例2。年初结转结余样例2。本年支出。本年收入。单位主代码,,2026-06-05 18:33:48,2026-07-08 11:28:27,2003-01-01 00:00:00,0,0,0,政务管理,政务核心类,公用事业处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8302,GOV_DATA,数字资源-政府侧数据,2158,AJ-AAG-AK-BR,AJ-AAG-AK-BR,北京市本年国有资本经营预算支出计划情况表,北京市财政局,DATA,无条件共享,否,"[{""计划数为预计执行数%"":""85.01"",""本年计划数其他支出（万元）"":""171.56"",""本年计划数费用性支出（万元）"":""3462.6"",""本年计划数资本性支出（万元）"":""3787.64"",""本年计划数小计（万元）"":""2846.36"",""上年预计执行数其他支出（万元）"":""2668.5"",""上年预计执行数费用性支出（万元）"":""3622.18"",""上年预计执行数资本性支出（万元）"":""12748.78"",""上年预计执行数小计（万元）"":""12261.22"",""项目"":""农业农村基础设施补助项目"",""年份"":""2024""},{""计划数为预计执行数%"":""117.55"",""本年计划数其他支出（万元）"":""15669.03"",""本年计划数费用性支出（万元）"":""3644.94"",""本年计划数资本性支出（万元）"":""9230.27"",""本年计划数小计（万元）"":""15857.95"",""上年预计执行数其他支出（万元）"":""1867.18"",""上年预计执行数费用性支出（万元）"":""680.73"",""上年预计执行数资本性支出（万元）"":""19452.46"",""上年预计执行数小计（万元）"":""828.29"",""项目"":""生态环境综合治理项目"",""年份"":""2025""}]",计划数为预计执行数%。本年计划数其他支出（万元）。本年计划数费用性支出（万元）。本年计划数资本性支出（万元）。本年计划数小计（万元）。上年预计执行数其他支出（万元）。上年预计执行数费用性支出（万元）。上年预计执行数资本性支出（万元）。上年预计执行数小计（万元）。农业农村基础设施补助项目。年份；计划数为预计执行数%。本年计划数其他支出（万元）。本年计划数费用性支出（万元）。本年计划数资本性支出（万元）。本年计划数小计（万元）。上年预计执行数其他支出（万元）。上年预计执行数费用性支出（万元）。上年预计执行数资本性支出（万元）。上年预计执行数小计（万元）。生态环境综合治理项目。年份,,2026-06-05 18:33:48,2026-07-08 11:28:27,2022-01-01 00:00:00,0,0,0,财税金融,经济发展类,预算处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8303,GOV_DATA,数字资源-政府侧数据,2157,AJ-AAD-AF-AA,AJ-AAD-AF-AA,北京市财政局政处罚职权,北京市财政局,DATA,无条件共享,是,"[{""行政处罚依据"":""《行政处罚法》第三十二条"",""执法主体"":""北京市财政局"",""职权编号"":""职权2024524516""},{""行政处罚依据"":""《行政处罚法》第三十二条"",""执法主体"":""北京市财政局"",""职权编号"":""职权2025203923""}]",《行政处罚法》第三十二条。北京市财政局。职权2024524516；《行政处罚法》第三十二条。北京市财政局。职权2025203923,http://data.beijing.gov.cn/zyml/ajg/sczj/57bd78aaf5d945069b62f67ac6fbf9d2.htm,2026-06-05 18:33:48,2026-07-08 11:28:27,2020-06-01 00:00:00,0,0,0,财税金融,经济发展类,法制处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8304,GOV_DATA,数字资源-政府侧数据,2156,AJ-AAE-AA-AA,AJ-AAE-AA-AA,税收政策调整方案的报告,北京市财政局,DATA,有条件共享,否,"[{""发布单位"":""北京市发展和改革委员会"",""发布时间"":""2025-10-19"",""报告名称"":""税收政策调整方案的报告（2023年度）""},{""发布单位"":""北京市生态环境局"",""发布时间"":""2024-01-28"",""报告名称"":""税收政策调整方案的报告（2024年度）""}]",北京市发展和改革委员会。发布时间。税收政策调整方案的报告（2023年度）；北京市生态环境局。发布时间。税收政策调整方案的报告（2024年度）,,2026-06-05 18:33:48,2026-07-08 11:28:27,2016-05-01 00:00:00,0,0,0,财税金融,经济发展类,税政处（非税收入管理处）,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8305,GOV_DATA,数字资源-政府侧数据,2155,AJ-AAG-AK-BT,AJ-AAG-AK-BT,北京市上年国有资本经营预算支出执行情况表,北京市财政局,DATA,无条件共享,否,"[{""上年预算数其他支出（万元）"":""19809.87"",""上年预算数费用性支出（万元）"":""2501.79"",""上年预算数资本性支出（万元）"":""12185.79"",""上年预算数小计（万元）"":""9939.26"",""项目"":""政务信息化运行维护项目"",""预计执行数为预算数%"":""99.68"",""上年预计执行数其他支出（万元）"":""7708.77"",""上年预计执行数费用性支出（万元）"":""9175.81"",""上年预计执行数资本性支出（万元）"":""6006.51"",""上年预计执行数小计（万元）"":""19701.0"",""年份"":""2024""},{""上年预算数其他支出（万元）"":""18963.24"",""上年预算数费用性支出（万元）"":""7751.68"",""上年预算数资本性支出（万元）"":""15586.26"",""上年预算数小计（万元）"":""4814.9"",""项目"":""水务安全保障能力建设项目"",""预计执行数为预算数%"":""114.27"",""上年预计执行数其他支出（万元）"":""5945.97"",""上年预计执行数费用性支出（万元）"":""13140.91"",""上年预计执行数资本性支出（万元）"":""12938.0"",""上年预计执行数小计（万元）"":""19474.34"",""年份"":""2025""}]",上年预算数其他支出（万元）。上年预算数费用性支出（万元）。上年预算数资本性支出（万元）。上年预算数小计（万元）。政务信息化运行维护项目。预计执行数为预算数%。上年预计执行数其他支出（万元）。上年预计执行数费用性支出（万元）。上年预计执行数资本性支出（万元）。上年预计执行数小计（万元）。年份；上年预算数其他支出（万元）。上年预算数费用性支出（万元）。上年预算数资本性支出（万元）。上年预算数小计（万元）。水务安全保障能力建设项目。预计执行数为预算数%。上年预计执行数其他支出（万元）。上年预计执行数费用性支出（万元）。上年预计执行数资本性支出（万元）。上年预计执行数小计（万元）。年份,,2026-06-05 18:33:48,2026-07-08 11:28:27,2022-01-01 00:00:00,0,0,0,财税金融,经济发展类,预算处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8306,GOV_DATA,数字资源-政府侧数据,2154,AJ-AAG-AK-DU,AJ-AAG-AK-DU,本年度北京市市级政府购买服务预算情况表,北京市财政局,DATA,无条件共享,否,"[{""金额"":""125.27"",""二级目录"":""技术性服务"",""一级目录"":""行业管理与协调服务"",""年份"":""2024""},{""金额"":""12935.3"",""二级目录"":""基本公共服务"",""一级目录"":""基本公共服务"",""年份"":""2025""}]",金额。技术性服务。行业管理与协调服务。年份；金额。基本公共服务。基本公共服务。年份,,2026-06-05 18:33:48,2026-07-08 11:28:27,2022-01-01 00:00:00,0,0,0,财税金融,经济发展类,预算处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8307,GOV_DATA,数字资源-政府侧数据,2153,AJ-AAG-AS-AA,AJ-AAG-AS-AA,关于中期财政规划管理的实施意见,北京市财政局,DATA,无条件共享,否,"[{""印发单位"":""北京市发展和改革委员会"",""印发时间"":""2025-07-06"",""文件名称"":""北京市关于中期财政规划管理的实施意见有关工作的工作方案""},{""印发单位"":""北京市民政局"",""印发时间"":""2025-04-02"",""文件名称"":""关于印发关于中期财政规划管理的实施意见有关工作的工作方案""}]",北京市发展和改革委员会。印发时间。北京市关于中期财政规划管理的实施意见有关工作的工作方案；北京市民政局。印发时间。关于印发关于中期财政规划管理的实施意见有关工作的工作方案,,2026-06-05 18:33:48,2026-07-08 11:28:27,2015-01-01 00:00:00,0,0,0,财税金融,经济发展类,预算处,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8308,GOV_DATA,数字资源-政府侧数据,2152,AJ-AAH-AT-AB,AJ-AAH-AT-AB,信用评级机构,北京市财政局,DATA,无条件共享,否,"[{""发布单位"":""北京市金融监管局"",""发布时间"":""2024-07-29"",""报告名称"":""信用评级机构（2023年度）""},{""发布单位"":""北京市人力资源和社会保障局"",""发布时间"":""2024-01-15"",""报告名称"":""信用评级机构（2024年度）""}]",北京市金融监管局。发布时间。信用评级机构（2023年度）；北京市人力资源和社会保障局。发布时间。信用评级机构（2024年度）,,2026-06-05 18:33:48,2026-07-08 11:28:27,2014-08-01 00:00:00,0,0,0,财税金融,经济发展类,国库处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8309,GOV_DATA,数字资源-政府侧数据,2151,AJ-AAH-AT-AC,AJ-AAH-AT-AC,专项债券发行前信息披露,北京市财政局,DATA,无条件共享,否,"[{""发布单位"":""北京市水务局"",""发布时间"":""2024-10-01"",""报告名称"":""专项债券发行前信息披露（2023年度）""},{""发布单位"":""北京市教育委员会"",""发布时间"":""2025-02-22"",""报告名称"":""专项债券发行前信息披露（2024年度）""}]",北京市水务局。发布时间。专项债券发行前信息披露（2023年度）；北京市教育委员会。发布时间。专项债券发行前信息披露（2024年度）,,2026-06-05 18:33:48,2026-07-08 11:28:27,2014-08-01 00:00:00,0,0,0,财税金融,经济发展类,国库处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8310,GOV_DATA,数字资源-政府侧数据,2150,AJ-AAL-AE-AA,AJ-AAL-AE-AA,行政事业性经费管理规范性文件,北京市财政局,DATA,有条件共享,否,"[{""发布单位"":""北京市规划和自然资源委员会"",""发布时间"":""2023-07-12"",""文件名称"":""关于完善行政事业性经费管理规范性文件有关工作的管理办法""},{""发布单位"":""北京市水务局"",""发布时间"":""2024-09-23"",""文件名称"":""北京市行政事业性经费管理规范性文件有关工作的管理办法""}]",北京市规划和自然资源委员会。发布时间。关于完善行政事业性经费管理规范性文件有关工作的管理办法；北京市水务局。发布时间。北京市行政事业性经费管理规范性文件有关工作的管理办法,,2026-06-05 18:33:48,2026-07-08 11:28:27,2014-01-01 00:00:00,0,0,0,财税金融,经济发展类,党政群团处,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8311,GOV_DATA,数字资源-政府侧数据,2149,AJ-AAP-AA-AA,AJ-AAP-AA-AA,本市教育方面部门财政政策意见建议,北京市财政局,DATA,无条件共享,否,"[{""发布单位"":""北京市教育委员会"",""发布时间"":""2025-11-06"",""文件名称"":""关于加强本市教育方面部门财政政策意见建议有关工作的工作方案""},{""发布单位"":""北京市教育委员会"",""发布时间"":""2023-03-18"",""文件名称"":""关于完善本市教育方面部门财政政策意见建议有关工作的工作方案""}]",北京市教育委员会。发布时间。关于加强本市教育方面部门财政政策意见建议有关工作的工作方案；北京市教育委员会。发布时间。关于完善本市教育方面部门财政政策意见建议有关工作的工作方案,,2026-06-05 18:33:48,2026-07-08 11:28:27,2010-01-01 00:00:00,0,0,0,财税金融,经济发展类,教育事业处,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8312,GOV_DATA,数字资源-政府侧数据,2148,AJ-AAR-AH-AA,AJ-AAR-AH-AA,社会救济、劳动就业有关财务管理制度,北京市财政局,DATA,无条件共享,否,"[{""发布单位"":""北京市人力资源和社会保障局"",""发布时间"":""2025-07-18"",""文件名称"":""北京市社会救济、劳动就业有关财务管理制度有关工作的管理办法""},{""发布单位"":""北京市人力资源和社会保障局"",""发布时间"":""2024-04-02"",""文件名称"":""关于加强社会救济、劳动就业有关财务管理制度有关工作的管理办法""}]",北京市人力资源和社会保障局。发布时间。北京市社会救济、劳动就业有关财务管理制度有关工作的管理办法；北京市人力资源和社会保障局。发布时间。关于加强社会救济、劳动就业有关财务管理制度有关工作的管理办法,,2026-06-05 18:33:48,2026-07-08 11:28:27,2013-06-01 00:00:00,0,0,0,财税金融,经济发展类,社会保障处,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8313,GOV_DATA,数字资源-政府侧数据,2147,AJ-AAR-AP-AA,AJ-AAR-AP-AA,就业资金管理办法,北京市财政局,DATA,无条件共享,否,"[{""发布单位"":""北京市财政局"",""发布时间"":""2024-03-01"",""文件名称"":""关于印发就业资金管理办法的通知""},{""发布单位"":""北京市教育委员会"",""发布时间"":""2024-04-07"",""文件名称"":""关于印发就业资金管理办法的通知""}]",北京市财政局。发布时间。关于印发就业资金管理办法的通知；北京市教育委员会。发布时间。关于印发就业资金管理办法的通知,,2026-06-05 18:33:48,2026-07-08 11:28:27,2013-06-01 00:00:00,0,0,0,财税金融,经济发展类,社会保障处,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8314,GOV_DATA,数字资源-政府侧数据,2146,AJ-AAR-AK-AA,AJ-AAR-AK-AA,人力资源和社会保障、民政、卫生健康、退役军人事务、医疗保障等方面的部门决算数据,北京市财政局,DATA,无条件共享,否,"[{""单位主代码"":""DW2024100"",""年末结转结余"":""128.5"",""年初结转结余"":""128.5"",""本年支出"":""人力资源和社会保障、民政、卫生健康、退役军人事务、医疗保障等方面的部门决算数据模拟值1"",""本年收入"":""人力资源和社会保障、民政、卫生健康、退役军人事务、医疗保障等方面的部门决算数据模拟值1""},{""单位主代码"":""DW2025101"",""年末结转结余"":""201.75"",""年初结转结余"":""201.75"",""本年支出"":""人力资源和社会保障、民政、卫生健康、退役军人事务、医疗保障等方面的部门决算数据模拟值2"",""本年收入"":""人力资源和社会保障、民政、卫生健康、退役军人事务、医疗保障等方面的部门决算数据模拟值2""}]",DW2024100。年末结转结余。年初结转结余。人力资源和社会保障、民政、卫生健康、退役军人事务、医疗保障等方面的部门决算数据模拟值1。人力资源和社会保障、民政、卫生健康、退役军人事务、医疗保障等方面的部门决算数据模拟值1；DW2025101。年末结转结余。年初结转结余。人力资源和社会保障、民政、卫生健康、退役军人事务、医疗保障等方面的部门决算数据模拟值2。人力资源和社会保障、民政、卫生健康、退役军人事务、医疗保障等方面的部门决算数据模拟值2,,2026-06-05 18:33:48,2026-07-08 11:28:27,2003-01-01 00:00:00,0,0,0,财税金融,经济发展类,社会保障处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8315,GOV_DATA,数字资源-政府侧数据,2145,AJ-AAV-AC-AA,AJ-AAV-AC-AA,国有资本管理规范性文件,北京市财政局,DATA,无条件共享,否,"[{""发布单位"":""北京市财政局"",""发布时间"":""2024-03-01"",""文件名称"":""2024年国有资本管理规范性文件通知""},{""发布单位"":""北京市教育委员会"",""发布时间"":""2024-04-07"",""文件名称"":""2025年国有资本管理规范性文件通知""}]",北京市财政局。发布时间。2024年国有资本管理规范性文件通知；北京市教育委员会。发布时间。2025年国有资本管理规范性文件通知,,2026-06-05 18:33:48,2026-07-08 11:28:27,2014-01-01 00:00:00,0,0,0,财税金融,经济发展类,资产管理处（国有资本经营预算处）,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8316,GOV_DATA,数字资源-政府侧数据,2144,AJ-AAW-AL-AA,AJ-AAW-AL-AA,市属金融企业财务监管政策性文件,北京市财政局,DATA,无条件共享,否,"[{""发布单位"":""北京市财政局"",""发布时间"":""2024-03-01"",""文件名称"":""关于印发市属金融企业财务监管政策性文件的通知""},{""发布单位"":""北京市教育委员会"",""发布时间"":""2024-04-07"",""文件名称"":""关于印发市属金融企业财务监管政策性文件的通知""}]",北京市财政局。发布时间。关于印发市属金融企业财务监管政策性文件的通知；北京市教育委员会。发布时间。关于印发市属金融企业财务监管政策性文件的通知,,2026-06-05 18:33:48,2026-07-08 11:28:27,2010-07-01 00:00:00,0,0,0,财税金融,经济发展类,金融处,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8317,GOV_DATA,数字资源-政府侧数据,2143,AJ-ABA-AE-AA,AJ-ABA-AE-AA,北京市预算绩效管理办法,北京市财政局,DATA,无条件共享,否,"[{""发布单位"":""北京市财政局"",""发布时间"":""2024-03-01"",""文件名称"":""关于印发北京市预算绩效管理办法的通知""},{""发布单位"":""北京市教育委员会"",""发布时间"":""2024-04-07"",""文件名称"":""关于印发北京市预算绩效管理办法的通知""}]",北京市财政局。发布时间。关于印发北京市预算绩效管理办法的通知；北京市教育委员会。发布时间。关于印发北京市预算绩效管理办法的通知,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-10-01 00:00:00,0,0,0,财税金融,经济发展类,绩效评价处,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8318,GOV_DATA,数字资源-政府侧数据,2142,AJ-ABE-AF-AA,AJ-ABE-AF-AA,线上培训信息,北京市财政局,DATA,有条件共享,否,"[{""个人学时数据"":""24学时"",""职务"":""财务主管"",""姓名"":""王*""},{""个人学时数据"":""32学时"",""职务"":""预算管理岗"",""姓名"":""李*""}]",24学时。财务主管。王磊；32学时。预算管理岗。李娜,,2026-06-05 18:33:48,2026-07-08 11:28:27,2007-01-01 00:00:00,0,0,0,财税金融,经济发展类,人事教育处,个人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8319,GOV_DATA,数字资源-政府侧数据,2141,AJ-BL-AA-AA,AJ-BL-AA-AA,政府债务管理制度,北京市财政局,DATA,无条件共享,否,"[{""发布单位"":""北京市财政局"",""发布时间"":""2024-03-01"",""文件名称"":""关于印发政府债务管理制度的通知""},{""发布单位"":""北京市教育委员会"",""发布时间"":""2024-04-07"",""文件名称"":""关于印发政府债务管理制度的通知""}]",北京市财政局。发布时间。关于印发政府债务管理制度的通知；北京市教育委员会。发布时间。关于印发政府债务管理制度的通知,,2026-06-05 18:33:48,2026-07-08 11:28:27,2022-01-01 00:00:00,0,0,0,财税金融,经济发展类,北京市财政局政府债务管理事务中心,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8320,GOV_DATA,数字资源-政府侧数据,2140,AJ-BM-AL-AA,AJ-BM-AL-AA,机要文件管理制度,北京市财政局,DATA,无条件共享,否,"[{""发布单位"":""北京市财政局"",""发布时间"":""2024-03-01"",""文件名称"":""关于印发机要文件管理制度的通知""},{""发布单位"":""北京市教育委员会"",""发布时间"":""2024-04-07"",""文件名称"":""关于印发机要文件管理制度的通知""}]",北京市财政局。发布时间。关于印发机要文件管理制度的通知；北京市教育委员会。发布时间。关于印发机要文件管理制度的通知,,2026-06-05 18:33:48,2026-07-08 11:28:27,2018-06-01 00:00:00,0,0,0,财税金融,经济发展类,办公室,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8321,GOV_DATA,数字资源-政府侧数据,2139,AJ-AAN-AB-AA,AJ-AAN-AB-AA,公检法司等部门预算指标,北京市财政局,DATA,无条件共享,否,"[{""金额"":""128.5"",""项目名称"":""农村饮水安全提升项目"",""年度"":""2024"",""统一社会信用代码"":""91110100MA0245680X0"",""资金性质"":""一般公共预算资金"",""部门经济分类科目"":""办公费"",""功能分类科目"":""教育管理事务"",""单位名称"":""北京市第一实验学校""},{""金额"":""201.75"",""项目名称"":""小型水库除险加固项目"",""年度"":""2025"",""统一社会信用代码"":""91110101MA0245681X1"",""资金性质"":""政府性基金预算资金"",""部门经济分类科目"":""培训费"",""功能分类科目"":""公共安全支出"",""单位名称"":""北京市朝阳区教育财务核算中心""}]",金额。农村饮水安全提升项目。年度。91110100MA0245680X0。一般公共预算资金。办公费。教育管理事务。北京市第一实验学校；金额。小型水库除险加固项目。年度。91110101MA0245681X1。政府性基金预算资金。培训费。公共安全支出。北京市朝阳区教育财务核算中心,,2026-06-05 18:33:48,2026-07-08 11:28:27,2022-01-16 15:07:13,0,0,0,政务管理,政务核心类,公检法司处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8322,GOV_DATA,数字资源-政府侧数据,2138,AJ-AAG-AK-AQ,AJ-AAG-AK-AQ,北京市市级国有资本经营预算收入决算情况表,北京市财政局,DATA,无条件共享,否,"[{""年份"":""2024"",""决算数为预算数%"":""92.6%"",""年度决算数"":""128.5"",""年度预算数"":""128.5"",""项目"":""农村饮水安全提升项目""},{""年份"":""2025"",""决算数为预算数%"":""96.7%"",""年度决算数"":""201.75"",""年度预算数"":""201.75"",""项目"":""小型水库除险加固项目""}]",年份。92.6%。年度决算数。年度预算数。农村饮水安全提升项目；年份。96.7%。年度决算数。年度预算数。小型水库除险加固项目,,2026-06-05 18:33:48,2026-07-08 11:28:27,2018-12-01 00:00:00,0,0,0,财税金融,经济发展类,预算处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8323,GOV_DATA,数字资源-政府侧数据,2137,AJ-AAY-AK-AF,AJ-AAY-AK-AF,会计人员基础信息,北京市财政局,DATA,无条件共享,否,"[{""毕业时间"":""2015-07"",""毕业院校"":""中央财经大学"",""全日制最高学历"":""本科"",""从事会计工作年限"":""会计人员基础信息模拟值1"",""开始从事会计工作时间"":""2015-07"",""政治面貌"":""中共党员"",""电子邮箱"":""kj*@example.gov.cn"",""身份证号"":""1101011982003151200"",""会计人员姓名"":""王*""},{""毕业时间"":""2016-07"",""毕业院校"":""北京工商大学"",""全日制最高学历"":""硕士研究生"",""从事会计工作年限"":""会计人员基础信息模拟值2"",""开始从事会计工作时间"":""2016-07"",""政治面貌"":""群众"",""电子邮箱"":""kj*@example.gov.cn"",""身份证号"":""1101011983004151201"",""会计人员姓名"":""李*""}]",2015-07。中央财经大学。本科。会计人员基础信息模拟值1。2015-07。中共党员。kjry1@example.gov.cn。身份证号。王磊；2016-07。北京工商大学。硕士研究生。会计人员基础信息模拟值2。2016-07。群众。kjry2@example.gov.cn。身份证号。李娜,,2026-06-05 18:33:48,2026-07-08 11:28:27,2023-09-30 16:44:09,0,0,0,财税金融,经济发展类,会计处,个人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8324,GOV_DATA,数字资源-政府侧数据,2136,AJ-AAC-AG-AH,AJ-AAC-AG-AH,财政票据信息—北京市医疗住院收费票据（电子）,北京市财政局,DATA,有条件共享,否,"[{""票据号码"":""1100002400000001"",""交款人"":""王磊"",""收款单位"":""北京市第一实验学校"",""票据代码"":""110020240001"",""开票日期"":""2024-03-01"",""金额"":""128.5"",""交款人统一社会信用代码"":""91110100MA0245680X0""},{""票据号码"":""1100002400000002"",""交款人"":""李娜"",""收款单位"":""北京市朝阳区教育财务核算中心"",""票据代码"":""110020250002"",""开票日期"":""2024-04-07"",""金额"":""201.75"",""交款人统一社会信用代码"":""91110101MA0245681X1""}]",票据号码。王磊。北京市第一实验学校。票据代码。开票日期。金额。91110100MA0245680X0；票据号码。李娜。北京市朝阳区教育财务核算中心。票据代码。开票日期。金额。91110101MA0245681X1,,2026-06-05 18:33:48,2026-07-08 11:28:27,2023-09-18 10:57:05,0,0,0,财税金融,经济发展类,综合处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8325,GOV_DATA,数字资源-政府侧数据,2135,AJ-AAG-AK-CD,AJ-AAG-AK-CD,北京市上年一般公共预算收支执行情况总表,北京市财政局,DATA,无条件共享,否,"[{""支出执行数为调整预算数%"":""92.6%"",""收入执行数为调整预算数%"":""92.6%"",""支出上年预计执行数"":""128.5"",""支出上年度调整预算数"":""128.5"",""支出上年度预算数"":""128.5"",""支出项目"":""一般公共服务支出"",""收入上年度预计执行数"":""128.5"",""收入上年度调整预算数"":""128.5"",""收入上年度预算数"":""128.5"",""收入项目"":""一般公共服务支出"",""年份"":""2024""},{""支出执行数为调整预算数%"":""96.7%"",""收入执行数为调整预算数%"":""96.7%"",""支出上年预计执行数"":""201.75"",""支出上年度调整预算数"":""201.75"",""支出上年度预算数"":""201.75"",""支出项目"":""教育支出"",""收入上年度预计执行数"":""201.75"",""收入上年度调整预算数"":""201.75"",""收入上年度预算数"":""201.75"",""收入项目"":""教育支出"",""年份"":""2025""}]",92.6%。92.6%。支出上年预计执行数。支出上年度调整预算数。支出上年度预算数。一般公共服务支出。收入上年度预计执行数。收入上年度调整预算数。收入上年度预算数。一般公共服务支出。年份；96.7%。96.7%。支出上年预计执行数。支出上年度调整预算数。支出上年度预算数。教育支出。收入上年度预计执行数。收入上年度调整预算数。收入上年度预算数。教育支出。年份,,2026-06-05 18:33:48,2026-07-08 11:28:27,2022-01-01 00:00:00,0,0,0,财税金融,经济发展类,预算处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
8326,GOV_DATA,数字资源-政府侧数据,2134,AJ-AAG-AK-BY,AJ-AAG-AK-BY,北京市上年政府性基金预算收入执行情况表,北京市财政局,DATA,无条件共享,否,"[{""执行数为调整预算数%"":""92.6%"",""上年度执行数"":""128.5"",""上年度调整预算数"":""128.5"",""上年度预算数"":""128.5"",""项目"":""农村饮水安全提升项目"",""年份"":""2024""},{""执行数为调整预算数%"":""96.7%"",""上年度执行数"":""201.75"",""上年度调整预算数"":""201.75"",""上年度预算数"":""201.75"",""项目"":""小型水库除险加固项目"",""年份"":""2025""}]",92.6%。上年度执行数。上年度调整预算数。上年度预算数。农村饮水安全提升项目。年份；96.7%。上年度执行数。上年度调整预算数。上年度预算数。小型水库除险加固项目。年份,,2026-06-05 18:33:48,2026-07-08 11:28:27,2022-01-01 00:00:00,0,0,0,财税金融,经济发展类,预算处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
