序号,接口表名,数据类别,id,biz_unique_id,catalog_id,catalog_name,component_name,provider,component_desc,component_version,process_type,create_time,update_time,data_time,del_status,valid_status,visit_count,favorited,deploy_url,来源接口
81,COMPONENT_RESOURCE,创新服务-组件资源,25,1438,"2,1200,1205,","财税管理,",中兴新云·财云,深圳市中兴新云服务有限公司,中兴新云·财云系列产品覆盖企业全场景业财流程，通过智能化、自动化手段，实现业财深度融合，显著提升报销、报账、结算效率，强化合规风控与财务管控，为企业提供全流程智能化的业财协同解决方案。,1.0.0,2,2026-06-05 18:34:09,2026-08-13 11:23:25,2026-05-08 17:29:21,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
82,COMPONENT_RESOURCE,创新服务-组件资源,35,1435,"2,1200,1203,","办公协同,",零点知识底座(零壤),北京零点远景网络科技有限公司,零壤知识底座是面向政务、金融、教育及企业等领域的平台级智能知识中枢，围绕“知识沉淀—组织连接—智能应用—生态运营”全生命周期，打造5大核心功能模块，形成覆盖政企知识管理全场景的一体化解决方案。,1.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-05-07 15:43:44,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
83,COMPONENT_RESOURCE,创新服务-组件资源,100,1436,"2,600,604,","数据开发与服务,",零点数据底座(零渊),北京零点远景网络科技有限公司,零渊数据底座是一款面向政务、金融、企业等领域的一站式智能数据全生命周期治理平台，围绕“采集—存储—开发—质量—共享—资产—退役”核心主线，融合统一资源配置与大模型自然语言问数能力，打造九大功能模块，助力政企构建高质量、可复用、易管控的数据底座。,2.0.0,2,2026-06-05 18:34:11,2026-07-08 02:01:03,2026-05-07 15:43:10,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
84,COMPONENT_RESOURCE,创新服务-组件资源,106,1434,"2,800,802,","文本,",数据安全识别工具,安徽飞数信息科技有限公司,此组件用于内容安全数据自动标注，提供通用文本的自动化处理与结构化输出能力，其核心功能如下：1、支持识别涉黄、暴力、赌博、涉毒、涉政及正常共6类文本类型，并输出对应风险标签；2、自动生成违规原因描述，帮助快速定位文本问题，降低人工审核成本；3、支持119种语言（含多种小语种）文本处理，满足多语种数据场景需求；4、支持大规模数据批量处理，可直接用于数据生产及审核前处理场景。,2.2.0,2,2026-06-05 18:34:11,2026-07-08 02:01:03,2026-05-07 15:07:00,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
85,COMPONENT_RESOURCE,创新服务-组件资源,70,1437,"2,600,602,","数据湖,",星环大数据基础平台软件,星环信息科技（上海）股份有限公司,星环的大数据平台TDH采用基于Hadoop的分布式数据平台架构，集群支持灵活进行线性扩展，对于计算资源与存储资源以及数据访问资源进行统一控制管理，对于计算资源进行高效的调度管理与使用控制。在安装、配置、监控、告警方面，通过统一的Web页面进行运维管理。海量数据查询分析服务集群既可以处理结构化的数据，也可以处理非结构化、半结构化的数据，满足配置、日志、网页、音视频、社交网络等多源异构数据的加载和存储，提供数据查询、全文检索、数据离线批处理分析、交互式分析、图分析等多种数据处理模式。同时，基于平台提供的实时流处理集群，可以满足实时数据研判分析服务的需求。,9.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:03,2026-05-07 15:02:53,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
86,COMPONENT_RESOURCE,创新服务-组件资源,110,1433,"2,900,902,","网络安全,",绿盟网络入侵防护系统（NIPS）,北京神州绿盟科技有限公司,绿盟网络入侵防护系统（以下简称“NSFOCUS NIPS”）是绿盟科技拥有完全自主知识产权的新一代安全产品，作为一种在线部署的产品，其设计目标旨在适应攻防的最新发展，准确监测网络异常流量，自动应对各层面安全隐患，第一时间将安全威胁阻隔在企业网络外部。这类产品弥补了防火墙、入侵检测等产品的不足，提供动态的、深度的、主动的安全防御。为应对新型攻击带来的威胁，从智能识别、环境感知、行为分析三方面加强了对应用协议、异常行为、恶意文件的检测和防护，为企业提供了一个看得见、检得出、防得住的全新入侵防护解决方案。,5.6.11,2,2026-06-05 18:34:11,2026-07-08 02:01:04,2026-04-29 16:58:17,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
87,COMPONENT_RESOURCE,创新服务-组件资源,78,1432,"2,600,603,","数据应用与可视化,",Datablau智能数据治理平台,北京数语科技有限公司,Datablau 智能数据治理平台，以前瞻性的产品理念开创了国内智能数据资产管理先河，完美衔接了从数据治理到数据服务，以业务的视觉呈现数据资产，为企业提供统一数据资产共享和应用平台。,8.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:03,2026-04-29 16:56:07,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
88,COMPONENT_RESOURCE,创新服务-组件资源,58,1430,"2,500,501,","关系型数据库,",金仓时序数据模型,中电科金仓（北京）科技股份有限公司,金仓时序数据模型KES TimeSeries是一款专注于时间序列数据处理的扩展插件。可支撑如传感器数据、监控数据、日志数据和其他时间相关的数据处理的大规模、高吞吐量的数据处理场景。,9.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-04-28 17:44:25,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
89,COMPONENT_RESOURCE,创新服务-组件资源,57,1428,"2,300,303,","数据迁移与工具,",爱数备份与恢复系统,上海爱数信息技术股份有限公司,集数据备份恢复、副本数据管理、数据归档、容灾与迁移于一体的备份恢复平台，以副本数据湖架构和开放架构，帮助组织实现不同业务的数据生命周期管理，增强数字化韧性。,8.0.9,2,2026-06-05 18:34:10,2026-08-13 11:08:25,2026-04-28 16:38:23,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
90,COMPONENT_RESOURCE,创新服务-组件资源,107,1429,"2,800,802,","文本,",图像处理工具链,安徽飞数信息科技有限公司,本组件套件面向AI视觉模型训练数据集生产场景，提供从原始图像到高质量训练数据的全流程自动化处理能力。覆盖数据准入清洗、标准化转换、质量检测、修复增强、目标检测与分割分割六大核心环节。支持计算机视觉分类、检测、分割等任务的端到端数据流水线构建。,1.1.0,2,2026-06-05 18:34:11,2026-07-08 02:01:03,2026-04-28 11:41:50,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
91,COMPONENT_RESOURCE,创新服务-组件资源,115,1431,"2,800,805,","视频,",视频切分处理工具链,安徽飞数信息科技有限公司,该工具链专为视频数据处理设计，聚焦视频切分全流程自动化，可实现批量切分、格式适配等一体化处理，适配大模型训练等需求，定位为“全流程自动化、高兼容性、高准确率”的视频切分工具。,3.5.0,2,2026-06-05 18:34:11,2026-09-02 16:46:41,2026-04-28 10:31:30,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
92,COMPONENT_RESOURCE,创新服务-组件资源,27,1333,"2,100,101,","云服务器,",操作系统,123,123,123,,2026-06-05 18:34:09,2026-09-02 16:21:26,2026-04-27 14:06:01,0,0,26,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
93,COMPONENT_RESOURCE,创新服务-组件资源,71,1422,"2,700,701,","微服务工具与平台,",东方通负载均衡软件,北京东方通软件有限公司,东方通负载均衡软件TongHttpServer是一款轻量级负载均衡软件，支持 OSI 四层与七层负载均衡，具有占用系统资源少、性能高、支持并发数高、配置简单等优点。常用于配置 HTTP 静态资源服务器、反向代理服务器、负载均衡服务器、正向代理服务器。,6.0.1,2,2026-06-05 18:34:10,2026-07-08 02:01:03,2026-04-24 10:26:29,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
94,COMPONENT_RESOURCE,创新服务-组件资源,72,1423,"2,700,701,","微服务工具与平台,",东方通分布式数据缓存中间件软件,北京东方通软件有限公司,TongRDS（简称RDS）是分布式内存数据缓存中间件，用于高性能内存数据共享与应用支持。TongRDS为各类应用提供高效、稳定、安全的内存数据处理能力；同时它支持共享内存的搭建弹性伸缩管理；使业务应用无需考虑各种内存的复杂管理。 TongRDS适用于应用高速缓存、会话数据状态保持、微服务架构实时数据加速、及时性大数据分析等业务场景。,2.2.1,2,2026-06-05 18:34:10,2026-07-08 02:01:03,2026-04-24 10:16:06,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
95,COMPONENT_RESOURCE,创新服务-组件资源,2,1421,"2,900,999,","其他,",身份提供商客户端,cecstack,身份提供商客户端，对接系统配置的身份供应商，针对不同身份供应商做定制化对接实现。,5.5.16-10241049,2,2026-06-05 18:34:09,2026-09-01 22:29:47,2026-04-23 15:54:44,0,0,4,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
96,COMPONENT_RESOURCE,创新服务-组件资源,111,1420,"2,900,902,","网络安全,",绿盟下一代防火墙（NF）,北京神州绿盟科技有限公司,绿盟NF防火墙是绿盟科技构筑在兆芯、飞腾、海光硬件平台及中标麒麟、银河麒麟操作系统基础之上，结合多核高速数据包并发处理技术，研发而成的企业级边界安全产品。其核心理念是在用户网络边界建立以应用为核心的网络安全策略，通过智能化识别、精细化控制、一体化检测等逐层递进方式实现用户/应用行为的可视、可控、合规和安全，最终保障网络应用被安全高效的使用。,6.0.5,2,2026-06-05 18:34:11,2026-07-08 02:01:04,2026-04-22 13:53:03,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
97,COMPONENT_RESOURCE,创新服务-组件资源,114,1418,"2,900,903,","数据安全,",炼石数据库加密,北京炼石网络技术有限公司,“北京炼石网络免改造数据加密产品，基于自研AOE面向切面安全技术，核心实现应用零改造、配置化敏捷部署，兼顾国密合规与实战防护，助力各行业快速完成敏感数据全生命周期防护。核心组件包含安全引擎平台、数据资产管理、加密系统、密钥管理及脱敏系统，支持软件、硬件、云镜像、容器化部署，适配主流数据库与开发语言，单CPU国密SM4加解密速度≥140Gbps，延迟＜1ms，无性能损耗。核心提供字段级透明加密、敏感数据治理、细粒度权限控制、国密合规支持及全链路审计服务，适配政务、金融、医疗、能源等行业，可快速满足等保、密评要求。产品凭借零改造部署、高性能、全兼容、强安全的优势，为客户提供高效、合规的敏感数据防护解决方案。,3.0.0,2,2026-06-05 18:34:11,2026-08-13 11:23:49,2026-04-21 09:57:14,0,0,2,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
98,COMPONENT_RESOURCE,创新服务-组件资源,59,1419,"2,500,501,","关系型数据库,",金仓向量数据模型,中电科金仓（北京）科技股份有限公司,金仓向量数据模型KES Vector是一款专注于向量数据处理与相似性搜索的扩展插件。支持多模一体化存储、混合检索与计算融合，广泛适配各类AI开发框架与生态协议，深度赋能模型训练与推理，简化AI应用构建。,9.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-04-21 09:42:28,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
99,COMPONENT_RESOURCE,创新服务-组件资源,36,1417,"2,1200,1203,","办公协同,",Coremail XT6邮件系统,广东盈世计算机科技有限公司,“Coremail XT6 是盈世信息科技自主研发的企业级邮件系统，为各类组织提供安全、稳定、高效的邮件通信服务。系统支持 SMTP/POP3/IMAP 标准协议，兼容主流邮件客户端，具备海量存储（单封邮件最大 2GB）、智能收发、邮件撤回、延迟发送等核心功能。在安全防护方面，系统集成多层次防护体系，包括反垃圾邮件（准确率 98%+）、邮件防病毒、敏感词过滤、邮件审计归档、SSL/TLS 国密加密传输，支持动态密码、双因素认证等登录安全机制。同时提供企业通讯录、日程管理、任务协作、企业网盘等协同办公能力，并配备可视化运维后台、分级管理权限、日志审计与自动运维功能。,6.0.15,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-04-20 16:45:17,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
100,COMPONENT_RESOURCE,创新服务-组件资源,81,1416,"2,800,801,","自然语言处理,",知识中枢,首信云技术有限公司,“知识中枢”是面向政务及国企场景的知识基础设施平台，围绕多源异构知识的统一接入、解析治理、分类组织、订阅分发和智能服务支撑，构建可持续运营的知识底座。平台支持对接外部CMS、内部业务系统以及PDF、Word、Excel、网页、图片扫描件等资料，服务知识运营人员、委办局业务人员和智能应用建设人员。,1.0.0,2,2026-06-05 18:34:11,2026-08-13 11:24:01,2026-04-20 16:30:43,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
101,COMPONENT_RESOURCE,创新服务-组件资源,80,1414,"2,700,702,","云消息队列,",东方通消息中间件软件,北京东方通软件有限公司,东方通TongLINK/Q 作为东方通公司的消息中间件产品，凭借其消息、队列、可靠等机制为各种分布式应用系统的开发提供消息传递的可靠通道。 TongLINK/Q 的队列、消息及路由等处理机制，使其能够为应用系统提供高效、灵活的同步和异步传输处理、存储转发、消息路由等技术支持，确保消息在任何情况下都能够安全、可靠的送达。通过使用TongLINK/Q，应用系统完全不需要担心消息传递过程中可能遇到的各种障碍（机器故障、网络故障等）和异常。,8.1.17,2,2026-06-05 18:34:10,2026-07-08 02:01:03,2026-04-15 17:18:11,0,0,3,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
102,COMPONENT_RESOURCE,创新服务-组件资源,73,1415,"2,700,701,","微服务工具与平台,",东方通应用服务器软件,北京东方通软件有限公司,东方通TongWeb应用服务器软件全面支持Java EE/Jakarta EE系列规范，作为基础架构软件，位于操作系统与应用之间，帮助企业将业务应用集成在一个基础平台上，为应用高效、稳定、安全运行提供关键支撑，包括便捷的开发、随需应变的灵活部署、丰富的运行时监视、高效的管理等。,8.0.9,2,2026-06-05 18:34:10,2026-07-27 11:22:01,2026-04-15 16:43:45,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
103,COMPONENT_RESOURCE,创新服务-组件资源,60,1413,"2,500,501,","关系型数据库,",金仓数据库读写分离集群软件,中电科金仓（北京）科技股份有限公司,金仓数据库管理系统读写分离集群软件（简称KingbaseES RWC）在金仓数据守护集群软件的基础上增加了对应用透明的读写负载均衡能力。相比数据守护集群，该类集群中所有备库均可对外提供查询能力，从而减轻了主库的读负载压力，可实现更高的事务吞吐率；该软件支持在多个备库间进行读负载均衡。,9.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-04-14 14:54:21,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
104,COMPONENT_RESOURCE,创新服务-组件资源,61,1411,"2,500,501,","关系型数据库,",金仓数据库管理系统KES,中电科金仓（北京）科技股份有限公司,金仓数据库管理系统KingbaseES（简称KES）V9是电科金仓在AI时代推出的面向全行业、全客户关键应用的企业级大型通用融合数据库产品，适用于事务处理类应用、数据分析类应用、海量时序数据采集检索类应用、要求苛刻的互联网应用等场景；可用作核心业务及生产系统、智能体应用系统、管理信息系统、决策支持系统、多维数据分析系统、运行日志管理系统、全文检索系统、地理信息系统、时序数据处理相关系统的承载数据库。,9.0.0,2,2026-06-05 18:34:10,2026-07-09 16:05:16,2026-04-13 17:12:50,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
105,COMPONENT_RESOURCE,创新服务-组件资源,37,1412,"2,1200,1203,","办公协同,",低代码平台,北京致远互联软件股份有限公司,低代码开发平台，面向政府机关单位打造的可视化、拖拽式应用搭建工具，实现政务协同办公系统的快速定制化开发与迭代。支持多端可视化拖拽搭建、零代码 / 低代码配置业务流程，智能生成应用逻辑、表单、报表与门户，一键部署上线、灵活调整功能，自动适配 PC 端及移动端使用，无缝对接现有政务系统与京办服务体系，便捷维护与迭代升级，降低开发门槛、提升建设效率，赋能单位快速构建各类政务应用，高效支撑数字化办公转型。,1.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-04-13 14:08:46,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
106,COMPONENT_RESOURCE,创新服务-组件资源,38,1409,"2,1200,1203,","办公协同,",协同办公系统,北京致远互联软件股份有限公司,OA办公系统，政务协同办公一体化平台、综合事务管理中枢，实现政府机关单位人员的全流程办公事务数字化处理，多端发起公文流转、审批办理、日程管理、信息发布等各类办公申请，智能处理流程审批、业务流转、数据查询，自动同步京办日历服务与消息提醒，便捷查询与事项督办，提升用户体验，高效赋能政务办公。支持 PC 端及移动端使用。,1.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-04-10 15:31:57,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
107,COMPONENT_RESOURCE,创新服务-组件资源,113,1407,"2,800,804,","计算机视觉,",飞渡空间智能引擎,北京飞渡科技股份有限公司,构建三维场景，数字孪生场景编辑工具，数据汇集平台。可以快速整合多源、海量的空间数据，并进行高质量、高性能的绘制。拥有丰富的场景特效。数字孪生场景编辑工具，数据汇集平台。可以快速整合多源、海量的空间数据，并进行高质量、高性能的绘制。拥有丰富的场景特效。在服务器的云端进行实时渲染，将渲染画面通过视频串流的方式实时传输到终端，供用户使用。用户在终端的操作同时也可实时反馈给云端，达到无插件、跨平台、跨浏览器的浏览和操作的一致体验。,7.0.0,2,2026-06-05 18:34:11,2026-07-08 02:01:04,2026-04-10 10:47:26,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
108,COMPONENT_RESOURCE,创新服务-组件资源,39,1410,"2,1200,1203,","办公协同,",万相公文智能辅助系统,北京万户软件技术有限公司,万相公文智能辅助系统是一站式政企公文知识赋能和智慧应用平台，为政企工作人员提供公文智能写作、润色改写、专业知识检索、内容校对、一键排版等服务。系统适配全栈信创技术路线，客户端支持以插件形式内嵌于 WPS、Word 办公软件，更符合用户的实际使用习惯，通过智能化、规范化的相关技术，为全面提升办文处理能力，提供高效、可靠、便捷的保障。,3.2.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-04-10 09:52:05,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
109,COMPONENT_RESOURCE,创新服务-组件资源,40,1408,"2,1200,1203,","办公协同,",道一云七巧低代码平台,广东道一信息技术股份有限公司,七巧低代码平台是一种能让使用者通过可视化编程界面和拖放组件来创建网页及移动应用程序的能力平台，基于低代码平台只需编写少量代码甚至0代码，就能快速交付业务应用，降低开发成本与前期投入，具有提高业务敏捷性、开发速度快等优势。,4.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-04-10 09:51:29,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
110,COMPONENT_RESOURCE,创新服务-组件资源,41,1406,"2,1200,1203,","办公协同,",基础云视频组件,小鱼易连科技有限公司,为视频会议平台核心支撑工具，核心主打MCU（多点控制单元）能力，负责会议资源的统一调度、音视频流的转发与处理、会议链路的稳定管控，为整个视频会议系统搭建稳定的平台运行底座，保障会议音视频传输流畅、资源调度高效，是其他模块正常运行的基础保障。,5.2.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-04-09 17:36:00,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
111,COMPONENT_RESOURCE,创新服务-组件资源,55,1405,"2,1200,1202,","IT管理,",和信统一应用管理VEUAM,北京和信创天科技股份有限公司,和信统一应用管理系统为用户提供高效便捷的应用程序交付服务。能将标准的Windows 应用程序生成为可跨平台发布的虚拟应用，支持在国产操作系统上使用Windows 应用程序。VEUAM的虚拟应用拨离了应用程序与操作系统之间的依赖耦合，使应用程序运行的交互界面可远程于其他平台的操作系统上，无需安装即可运行，且不会在本地产生任何数据及修改。,3.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-04-08 16:17:46,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
112,COMPONENT_RESOURCE,创新服务-组件资源,112,1404,"2,900,902,","网络安全,",绿盟日志审计系统（LAS）,北京神州绿盟科技有限公司,绿盟日志审计系统（NSFOCUS Log Audit System，简称NSFOCUS LAS）是基于大数据架构的综合日志管理平台，通过大数据技术的海量日志采集、异构设备日志范式化及安全事件关联分析，实现日志全生命周期管理。协助运维人员从事前（发现安全风险）、事中（分析回溯）及事后（调查取证）等多个维度监控网络安全事件，助力企业满足《网络安全法》及等保合规要求。,2.0.0,2,2026-06-05 18:34:11,2026-07-08 02:01:04,2026-04-08 15:47:30,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
113,COMPONENT_RESOURCE,创新服务-组件资源,42,1403,"2,1200,1203,","办公协同,",协同办公软件e-cology,泛微网络科技股份有限公司,泛微e-cology是一个集协同办公与深度业务运营于一体的数字化平台，旨在为政府及企事业单位构建统一、智能的运营管理中台。平台提供统一的数字化办公体系，包括统一门户、流程管理、知识管理、电子签章、文事会一体化等场景，同时平台可根据客户需求构建业务财务管理一体化的数字化运营平台，具体场景包括营销管理、合同管理、项目管理、采购管理、客服管理、人事管理、发票管理、费控管理、资产管理、流程自动化、学习培训考试管理、档案管理、数智大脑Xiaoe.AI等内容。,10.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-04-08 15:33:30,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
114,COMPONENT_RESOURCE,创新服务-组件资源,56,1402,"2,1200,1202,","IT管理,",和信下一代云桌面系统,北京和信创天科技股份有限公司,和信下一代云桌面系统搭载超融合基础架构，深度融合了云桌面三种主流技术架构VDI、VOI、IDV优势于一体，实现桌面管理统一化、 数据存储集中化、运维服务简单化，为用户提供稳定可靠、安全高效、按需扩展，覆盖用户全场景的云桌面服务。,5.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-04-07 15:11:07,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
115,COMPONENT_RESOURCE,创新服务-组件资源,108,1401,"2,900,901,","主机安全,",绿盟终端安全系统一体化版（ESS-M）,北京神州绿盟科技有限公司,绿盟终端安全管理系统是一款智能防护终端、服务器、虚拟机、云主机和信创环境安全的新一代终端安全产品，依托绿盟科技20多年的安全实践和经验积累，以安全大数据、云计算、人工智能引擎、威胁情报、检测与响应、威胁溯源等新技术为支撑，采用基因特征引擎、Nsfocus™人工智能引擎、云查杀引擎、行为检测引擎、终端检测与响应等威胁检测引擎，帮助政企用户快速掌控全网主机安全状态，快速处置安全问题，有效保障全网主机安全。,9.0.0,2,2026-06-05 18:34:11,2026-07-08 02:01:04,2026-03-31 11:35:48,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
116,COMPONENT_RESOURCE,创新服务-组件资源,101,1399,"2,600,604,","数据开发与服务,",数据集成,首都信息发展股份有限公司,数据集成基于可视化界面，通过丰富的任务配置方式，实现库表、文件、半结构化数据和接口数据的快速集成，对多源异构的数据抽取、转换和加载到数据集成平台，满足多样化的数据集成场景。,1.0.0,2,2026-06-05 18:34:11,2026-08-07 09:15:27,2026-03-27 15:05:56,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
117,COMPONENT_RESOURCE,创新服务-组件资源,26,1396,"2,1200,1205,","财税管理,",金蝶AI星瀚,金蝶软件（中国）有限公司,金蝶 AI 星瀚是面向央国企等大型企业的企业管理 AI SaaS 云服务，基于金蝶云・苍穹 PaaS 平台构建，内嵌新一代企业级 AI 平台。,8.0.0,2,2026-06-05 18:34:09,2026-07-23 17:01:47,2026-03-25 21:23:29,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
118,COMPONENT_RESOURCE,创新服务-组件资源,62,1397,"2,500,501,","关系型数据库,",平凯数据库企业版软件,平凯星辰（北京）科技有限公司,平凯数据库是一款分布式NewSQL关系型数据库，兼容MySQL 5.7/8.0协议与生态，采用存算分离架构，兼顾事务强一致性与海量数据处理能力，是企业级一站式数据底座，支持云原生部署与弹性运维，无需分库分表即可突破单机数据库瓶颈。,7.1.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-03-25 20:59:29,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
119,COMPONENT_RESOURCE,创新服务-组件资源,19,1291,"2,9999,","其他,",系统nginx服务器,Bitnami,Nginx (engine x) 是一个高性能的HTTP和反向代理web服务器，同时也提供了IMAP/POP3/SMTP服务。,0.2.0,2,2026-06-05 18:34:09,2026-09-02 16:26:34,2025-11-11 10:39:42,0,0,3,false,https://www.baidu.com,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
120,COMPONENT_RESOURCE,创新服务-组件资源,66,1372,"2,100,107,","存储,",数据采集平台-管理,移动,实时采集多源数据（传感器/日志/API），支持清洗、压缩与存储，提供可视化看板及异常告警，兼容主流数据库和消息队列。,1.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-11-06 18:30:07,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
121,COMPONENT_RESOURCE,创新服务-组件资源,67,1373,"2,100,107,","存储,",模型开发-自有,移动,模型开发应用是数据科学和机器学习的核心工具，支持从数据预处理、特征工程到模型训练、评估和部署的全流程。通过可视化界面或代码编程，用户可快速构建、优化和验证预测模型，提升算法性能，满足业务需求，助力企业实现智能化决策与创新。,1.0.0,2,2026-06-05 18:34:10,2026-09-02 16:27:16,2025-11-06 18:18:15,0,0,2,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
122,COMPONENT_RESOURCE,创新服务-组件资源,68,1374,"2,100,107,","存储,",模型开发-公共,移动,模型开发应用是数据科学和机器学习的核心工具，支持从数据预处理、特征工程到模型训练、评估和部署的全流程。通过可视化界面或代码编程，用户可快速构建、优化和验证预测模型，提升算法性能，满足业务需求，助力企业实现智能化决策与创新。,1.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-11-06 18:01:54,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
123,COMPONENT_RESOURCE,创新服务-组件资源,74,1270,"2,700,701,","微服务工具与平台,",数据采集平台-数据库,移动,实时采集多源数据（传感器/日志/API），支持清洗、压缩与存储，提供可视化看板及异常告警，兼容主流数据库和消息队列。,1.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:03,2025-05-12 16:52:07,0,0,3,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
124,COMPONENT_RESOURCE,创新服务-组件资源,118,1299,"2,800,807,","生成式AI,",大模型推理API服务 1.0.0,CECLOUD,基于DeepSeek的大模型推理服务API，通过API-key的方式进行开通授权，即开即用。帮助用户便捷的将大模型能力接入自己的业务场景逻辑，快速探索新业务模式，提效已有业务场景。,0.0.0-20250509173335,1,2026-06-05 18:34:11,2026-07-27 10:08:12,2025-05-09 18:44:06,0,0,1,false,124.127.59.64,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
125,COMPONENT_RESOURCE,创新服务-组件资源,3,1249,"2,900,999,","其他,",Cpm Operator,CECLOUD,Cpm Operator，部署Cpm，算力网调度产品。,5.3.0-1617,1,2026-06-05 18:34:09,2026-09-02 12:55:51,2025-04-15 14:17:59,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
