序号,接口表名,数据类别,id,biz_unique_id,product_name,product_intro,detail_desc,detail_desc_plain,industry,field,use_limit_desc,use_limit_desc_plain,product_keywords,data_update_frequency,product_example,data_url,del_status,create_time,update_time,valid_status,visit_count,favorited,来源接口
91,HIGH_QUALITY_DATASET,数字资源-高质量数据集,274,PD2023122615469633,根据办公设备分类查公司,根据办公设备分类查公司,<p>数据集包括：办公设备行业的公司信息，所有信息均已完成数据结构化，包含企业基本工商信息、企业联系方式、企业地址信息、企业联系人信息、企业详细介绍等详细内容</p>,数据集包括：办公设备行业的公司信息，所有信息均已完成数据结构化，包含企业基本工商信息、企业联系方式、企业地址信息、企业联系人信息、企业详细介绍等详细内容,信息传输、软件和信息技术服务业,未知领域,,,"行业公司,行业公司",未知,title|标题|varchar|/|0; icon|图标|text|/|1; keyword|关键词|varchar|/|2; description|简介|varchar|/|3; publishTime|发布时间|timestamp|/|4; updateTime|更新时间|timestamp|/|5; industryKeyword|行业关键词|varchar|/|6; fax|联系人传真|varchar|/|7,https://mall.bjidex.com/transaction-management/data-product-details?productId=bss_1145,0,2026-06-08 12:01:56,2026-06-08 12:01:56,0,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=HIGH_QUALITY_DATASET
92,HIGH_QUALITY_DATASET,数字资源-高质量数据集,273,PD2023122615511407,根据涂料橡塑分类查公司,根据涂料橡塑分类查公司,<p>数据集包括：涂料橡塑行业的公司信息，所有信息均已完成数据结构化，包含企业基本工商信息、企业联系方式、企业地址信息、企业联系人信息、企业详细介绍等详细内容</p>,数据集包括：涂料橡塑行业的公司信息，所有信息均已完成数据结构化，包含企业基本工商信息、企业联系方式、企业地址信息、企业联系人信息、企业详细介绍等详细内容,信息传输、软件和信息技术服务业,未知领域,,,"行业公司,行业公司",未知,title|标题|varchar|/|0; icon|图标|text|/|1; keyword|关键词|varchar|/|2; description|简介|varchar|/|3; publishTime|发布时间|timestamp|/|4; updateTime|更新时间|timestamp|/|5; industryKeyword|行业关键词|varchar|/|6; fax|联系人传真|varchar|/|7,https://mall.bjidex.com/transaction-management/data-product-details?productId=bss_1146,0,2026-06-08 12:01:56,2026-06-08 12:01:56,0,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=HIGH_QUALITY_DATASET
93,HIGH_QUALITY_DATASET,数字资源-高质量数据集,272,PD2023122615538575,根据商务服务分类查公司,根据商务服务分类查公司,<p>数据集包括：商务服务行业的公司信息，所有信息均已完成数据结构化，包含企业基本工商信息、企业联系方式、企业地址信息、企业联系人信息、企业详细介绍等详细内容</p>,数据集包括：商务服务行业的公司信息，所有信息均已完成数据结构化，包含企业基本工商信息、企业联系方式、企业地址信息、企业联系人信息、企业详细介绍等详细内容,信息传输、软件和信息技术服务业,未知领域,,,"行业公司,行业公司",未知,title|标题|varchar|/|0; icon|图标|text|/|1; keyword|关键词|varchar|/|2; description|简介|varchar|/|3; publishTime|发布时间|timestamp|/|4; updateTime|更新时间|timestamp|/|5; industryKeyword|行业关键词|varchar|/|6; fax|联系人传真|varchar|/|7,https://mall.bjidex.com/transaction-management/data-product-details?productId=bss_1147,0,2026-06-08 12:01:56,2026-06-08 12:01:56,0,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=HIGH_QUALITY_DATASET
94,HIGH_QUALITY_DATASET,数字资源-高质量数据集,271,PD2023122615547592,根据机械设备分类查产品,根据机械设备分类查产品,<p>数据集包括：机械设备行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容</p>,数据集包括：机械设备行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容,信息传输、软件和信息技术服务业,未知领域,,,"行业产品,行业产品",未知,title|标题|varchar|/|0; icon|图标|text|/|1; keyword|关键词|varchar|/|2; description|简介|varchar|/|3; publishTime|发布时间|timestamp|/|4; updateTime|更新时间|timestamp|/|5; industryKeyword|行业关键词|varchar|/|6; fax|联系人传真|varchar|/|7,https://mall.bjidex.com/transaction-management/data-product-details?productId=bss_1148,0,2026-06-08 12:01:56,2026-06-08 12:01:56,0,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=HIGH_QUALITY_DATASET
95,HIGH_QUALITY_DATASET,数字资源-高质量数据集,270,PD2023122615554756,根据五金工具分类查产品,根据五金工具分类查产品,<p>数据集包括：五金工具行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容</p>,数据集包括：五金工具行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容,信息传输、软件和信息技术服务业,未知领域,,,"行业产品,行业产品",未知,title|标题|varchar|/|0; icon|图标|text|/|1; keyword|关键词|varchar|/|2; description|简介|varchar|/|3; publishTime|发布时间|timestamp|/|4; updateTime|更新时间|timestamp|/|5; industryKeyword|行业关键词|varchar|/|6; fax|联系人传真|varchar|/|7,https://mall.bjidex.com/transaction-management/data-product-details?productId=bss_1149,0,2026-06-08 12:01:56,2026-06-08 12:01:56,0,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=HIGH_QUALITY_DATASET
96,HIGH_QUALITY_DATASET,数字资源-高质量数据集,269,PD2023122615574679,根据交通运输分类查产品,根据交通运输分类查产品,<p>数据集包括：交通运输行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容</p>,数据集包括：交通运输行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容,信息传输、软件和信息技术服务业,未知领域,,,"行业产品,行业产品",未知,title|标题|varchar|/|0; icon|图标|text|/|1; keyword|关键词|varchar|/|2; description|简介|varchar|/|3; publishTime|发布时间|timestamp|/|4; updateTime|更新时间|timestamp|/|5; industryKeyword|行业关键词|varchar|/|6; fax|联系人传真|varchar|/|7,https://mall.bjidex.com/transaction-management/data-product-details?productId=bss_1150,0,2026-06-08 12:01:56,2026-06-08 12:01:56,0,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=HIGH_QUALITY_DATASET
97,HIGH_QUALITY_DATASET,数字资源-高质量数据集,268,PD2023122616257310,根据仪器仪表分类查产品,根据仪器仪表分类查产品,<p>数据集包括：仪器仪表行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容</p>,数据集包括：仪器仪表行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容,信息传输、软件和信息技术服务业,未知领域,,,"行业产品,行业产品",未知,title|标题|varchar|/|0; icon|图标|text|/|1; keyword|关键词|varchar|/|2; description|简介|varchar|/|3; publishTime|发布时间|timestamp|/|4; updateTime|更新时间|timestamp|/|5; industryKeyword|行业关键词|varchar|/|6; fax|联系人传真|varchar|/|7,https://mall.bjidex.com/transaction-management/data-product-details?productId=bss_1152,0,2026-06-08 12:01:56,2026-06-08 12:01:56,0,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=HIGH_QUALITY_DATASET
98,HIGH_QUALITY_DATASET,数字资源-高质量数据集,267,PD2023122616264462,根据石油化工分类查产品,根据石油化工分类查产品,<p>数据集包括：石油化工行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容</p>,数据集包括：石油化工行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容,信息传输、软件和信息技术服务业,未知领域,,,"行业产品,行业产品",未知,title|标题|varchar|/|0; icon|图标|text|/|1; keyword|关键词|varchar|/|2; description|简介|varchar|/|3; publishTime|发布时间|timestamp|/|4; updateTime|更新时间|timestamp|/|5; industryKeyword|行业关键词|varchar|/|6; fax|联系人传真|varchar|/|7,https://mall.bjidex.com/transaction-management/data-product-details?productId=bss_1153,0,2026-06-08 12:01:56,2026-06-08 12:01:56,0,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=HIGH_QUALITY_DATASET
99,HIGH_QUALITY_DATASET,数字资源-高质量数据集,266,PD2023122616342547,根据电工电气分类查产品,根据电工电气分类查产品,<p>数据集包括：电工电气行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容</p>,数据集包括：电工电气行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容,信息传输、软件和信息技术服务业,未知领域,,,"行业产品,行业产品",未知,title|标题|varchar|/|0; icon|图标|text|/|1; keyword|关键词|varchar|/|2; description|简介|varchar|/|3; publishTime|发布时间|timestamp|/|4; updateTime|更新时间|timestamp|/|5; industryKeyword|行业关键词|varchar|/|6; fax|联系人传真|varchar|/|7,https://mall.bjidex.com/transaction-management/data-product-details?productId=bss_1154,0,2026-06-08 12:01:56,2026-06-08 12:01:56,0,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=HIGH_QUALITY_DATASET
100,HIGH_QUALITY_DATASET,数字资源-高质量数据集,265,PD2023122616367114,根据电子元件分类查产品,根据电子元件分类查产品,<p>数据集包括：电子元件行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容</p>,数据集包括：电子元件行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容,信息传输、软件和信息技术服务业,未知领域,,,"行业产品,行业产品",未知,title|标题|varchar|/|0; icon|图标|text|/|1; keyword|关键词|varchar|/|2; description|简介|varchar|/|3; publishTime|发布时间|timestamp|/|4; updateTime|更新时间|timestamp|/|5; industryKeyword|行业关键词|varchar|/|6; fax|联系人传真|varchar|/|7,https://mall.bjidex.com/transaction-management/data-product-details?productId=bss_1155,0,2026-06-08 12:01:56,2026-06-08 12:01:56,0,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=HIGH_QUALITY_DATASET
101,HIGH_QUALITY_DATASET,数字资源-高质量数据集,264,PD2023122616373749,根据轻纺消费分类查产品,根据轻纺消费分类查产品,<p>数据集包括：轻纺消费行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容</p>,数据集包括：轻纺消费行业产品信息，所有信息均已完成数据结构化，包含发布企业、产品价格、产品品牌、产品型号、产品规格、库存数量、发货地址、产品详情等详细内容,信息传输、软件和信息技术服务业,未知领域,,,"行业产品,行业产品",未知,title|标题|varchar|/|0; icon|图标|text|/|1; keyword|关键词|varchar|/|2; description|简介|varchar|/|3; publishTime|发布时间|timestamp|/|4; updateTime|更新时间|timestamp|/|5; industryKeyword|行业关键词|varchar|/|6; fax|联系人传真|varchar|/|7,https://mall.bjidex.com/transaction-management/data-product-details?productId=bss_1156,0,2026-06-08 12:01:56,2026-06-08 12:01:56,0,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=HIGH_QUALITY_DATASET
